task,model,rollout_length,mean,std,sem,n_seeds
hopper-medium-replay-v2,rnn,89,0.218448331410098,0.041497742588285584,0.023958732854108482,3
hopper-medium-replay-v2,rnn,90,0.2374843582207579,0.06740030289228496,0.03891358301832304,3
hopper-medium-replay-v2,rnn,91,0.2666089898984123,0.048601815364909845,0.02806027118403519,3
hopper-medium-replay-v2,rnn,92,0.2848174685458667,0.04592290812838898,0.026513603369895833,3
hopper-medium-replay-v2,rnn,93,0.28251503395772787,0.04323994593216964,0.02496459442368301,3
hopper-medium-replay-v2,rnn,94,0.2880607346519206,0.02590214084828462,0.014954607991344728,3
hopper-medium-replay-v2,rnn,95,0.3024533432284622,0.011063491884502034,0.00638751001769449,3
hopper-medium-replay-v2,rnn,96,0.3047501175036527,0.008374892389517828,0.004835246375522267,3
hopper-medium-replay-v2,rnn,97,0.30506309149422767,0.011229370142025935,0.00648327987432862,3
hopper-medium-replay-v2,rnn,98,0.3259906904802902,0.002202382756558065,0.001271546277357389,3
hopper-medium-replay-v2,rnn,99,0.37140214538417604,0.011715178579502404,0.006763761506480251,3
hopper-medium-replay-v2,rnn,100,0.3829150390691047,0.032876690139773665,0.01898136590226224,3
walker2d-medium-replay-v2,adm,1,0.3459657385864175,0.09948821735411839,0.05743954907059626,3
walker2d-medium-replay-v2,adm,2,0.2961730896237526,0.10758887045655223,0.06211646331989821,3
walker2d-medium-replay-v2,adm,3,0.6374158506103199,0.11271874066939364,0.06507819526819003,3
walker2d-medium-replay-v2,adm,4,0.5368053561961753,0.20303704539991071,0.11722349281710473,3
walker2d-medium-replay-v2,adm,5,0.5580751700102916,0.07975151198039365,0.04604455691015994,3
walker2d-medium-replay-v2,adm,6,0.7160361479896707,0.21719057175885328,0.12539503507042268,3
walker2d-medium-replay-v2,adm,7,0.7510080588495569,0.07390175495719743,0.0426671981181237,3
walker2d-medium-replay-v2,adm,8,0.901503027686179,0.16452165061703444,0.0949866192712664,3
walker2d-medium-replay-v2,adm,9,0.9860224486098922,0.22185700326141225,0.12808920055458006,3
walker2d-medium-replay-v2,adm,10,0.9304764596714535,0.03414752361880474,0.019715081953476023,3
walker2d-medium-replay-v2,adm,11,1.0755739779090836,0.08177635708017911,0.04721360177358837,3
walker2d-medium-replay-v2,adm,12,1.1473008610455888,0.16195056729517035,0.09350220362327921,3
walker2d-medium-replay-v2,adm,13,1.1516441412432061,0.18800783770719,0.10854637571000564,3
walker2d-medium-replay-v2,adm,14,1.2800484821300382,0.14182153629910713,0.08188070215917578,3
walker2d-medium-replay-v2,adm,15,1.2949893507596588,0.04433761228955344,0.02559833239059894,3
walker2d-medium-replay-v2,adm,16,1.3390956066342117,0.12044726469913063,0.06954026069719718,3
walker2d-medium-replay-v2,adm,17,1.514096261656648,0.07861107552263988,0.04538612561428214,3
walker2d-medium-replay-v2,adm,18,1.4418956077861036,0.1934356513013711,0.1116801253497172,3
walker2d-medium-replay-v2,adm,19,1.6506195758331572,0.21236217372550983,0.12260735816611718,3
walker2d-medium-replay-v2,adm,20,1.5225959365476947,0.06049402693258981,0.0349262427338952,3
walker2d-medium-replay-v2,adm,21,1.656468418806077,0.1613880638652454,0.09317744211659196,3
walker2d-medium-replay-v2,adm,22,1.9047341222378018,0.09926271614180597,0.057309355884965094,3
walker2d-medium-replay-v2,adm,23,1.8620737618022474,0.04795479332416168,0.027686712834637615,3
walker2d-medium-replay-v2,adm,24,1.9803363876735842,0.07484979728620159,0.04321455061197741,3
walker2d-medium-replay-v2,adm,25,1.9577544569411927,0.1884199631238098,0.10878431643023095,3
walker2d-medium-replay-v2,adm,26,2.109608743887042,0.11426813896434439,0.0659727407908618,3
walker2d-medium-replay-v2,adm,27,2.1206859387029136,0.08703573748894025,0.05025010646835726,3
walker2d-medium-replay-v2,adm,28,2.0878361007155637,0.10229322743599664,0.05905902239644828,3
walker2d-medium-replay-v2,adm,29,2.280533274554069,0.23407220671903248,0.13514165155904315,3
walker2d-medium-replay-v2,adm,30,2.3178722094578075,0.3328875024876702,0.19219268917111862,3
walker2d-medium-replay-v2,adm,31,2.3261069683499205,0.11345394901571319,0.0655026680048481,3
walker2d-medium-replay-v2,adm,32,2.431394962480434,0.12265524716559309,0.07081503996857526,3
walker2d-medium-replay-v2,adm,33,2.4652216899641264,0.19845145860242952,0.11457600304518656,3
walker2d-medium-replay-v2,adm,34,2.522746112655599,0.09595444678237142,0.05539932567974376,3
walker2d-medium-replay-v2,adm,35,2.7213551949576527,0.04549629846223054,0.026267300164300362,3
walker2d-medium-replay-v2,adm,36,2.9079088461083464,0.2169598945959555,0.12526185354832775,3
walker2d-medium-replay-v2,adm,37,2.8878959256044943,0.18123172605820984,0.10463418582540797,3
walker2d-medium-replay-v2,adm,38,2.9275642254981222,0.1541571504810939,0.08900267232776522,3
walker2d-medium-replay-v2,adm,39,3.0307103359150935,0.2855167529959718,0.1648431742003722,3
walker2d-medium-replay-v2,adm,40,2.956240777497366,0.13203049201236974,0.0762278401045804,3
walker2d-medium-replay-v2,adm,41,3.128835442108047,0.3460445190435545,0.1997888962213908,3
walker2d-medium-replay-v2,adm,42,3.1589762998511444,0.24363255252763136,0.14066131978518362,3
walker2d-medium-replay-v2,adm,43,3.2447840361806315,0.28734051002523026,0.16589612081215105,3
walker2d-medium-replay-v2,adm,44,3.345389555938368,0.20059695157808788,0.11581470399222737,3
walker2d-medium-replay-v2,adm,45,3.4307415597096464,0.1744853376577748,0.10073915666635903,3
walker2d-medium-replay-v2,adm,46,3.524056661877267,0.17299226742972484,0.09987713216827537,3
walker2d-medium-replay-v2,adm,47,3.571238021855564,0.3137540440248155,0.18114598177706093,3
walker2d-medium-replay-v2,adm,48,3.464808882563275,0.2029180398352987,0.11715478492234092,3
walker2d-medium-replay-v2,adm,49,3.6447771684510286,0.14953365781164518,0.08633329759046274,3
walker2d-medium-replay-v2,adm,50,3.7229097332916274,0.11614596654472913,0.06705690504988863,3
walker2d-medium-replay-v2,adm,51,3.845435670921452,0.1345407455151648,0.07767713564015333,3
walker2d-medium-replay-v2,adm,52,3.825904789223994,0.13543812088593152,0.07819523555202965,3
walker2d-medium-replay-v2,adm,53,3.933146506569346,0.22168331287075888,0.12798892036078066,3
walker2d-medium-replay-v2,adm,54,4.036309904331141,0.2387939918401693,0.13786777546978707,3
walker2d-medium-replay-v2,adm,55,4.145105396907248,0.08889659670105497,0.05132447403539569,3
walker2d-medium-replay-v2,adm,56,4.453230633643977,0.11631757377342937,0.06715598252957361,3
walker2d-medium-replay-v2,adm,57,4.282521633486868,0.21855004440194326,0.1261799269668666,3
walker2d-medium-replay-v2,adm,58,4.353305810690487,0.15461708627614051,0.08926821638284532,3
walker2d-medium-replay-v2,adm,59,4.570006255778733,0.16884045431517541,0.09748008174896525,3
walker2d-medium-replay-v2,adm,60,4.73622478282794,0.17426272948302843,0.10061063377674541,3
walker2d-medium-replay-v2,adm,61,4.704591041820533,0.2721797608754046,0.15714305820938282,3
walker2d-medium-replay-v2,adm,62,4.898683328071354,0.24940766655153926,0.14399558342148763,3
walker2d-medium-replay-v2,adm,63,4.887237974613045,0.31548076722698015,0.18214290588264667,3
walker2d-medium-replay-v2,adm,64,5.005364993050713,0.18036632631044372,0.10413454704807856,3
walker2d-medium-replay-v2,adm,65,5.107647974582533,0.25931580445947083,0.14971604950979986,3
walker2d-medium-replay-v2,adm,66,5.176666685804526,0.2295000033140727,0.13250188869239987,3
walker2d-medium-replay-v2,adm,67,5.445740284901151,0.3186247744907458,0.1839580993227159,3
walker2d-medium-replay-v2,adm,68,5.1394185750787535,0.4869908154004794,0.28116427836434216,3
walker2d-medium-replay-v2,adm,69,5.448868568408403,0.25696327428915633,0.14835781558269207,3
walker2d-medium-replay-v2,adm,70,5.494024441979573,0.3044207446299059,0.1757573988589825,3
walker2d-medium-replay-v2,adm,71,5.5849054782560925,0.1681392113811098,0.09707521895221513,3
walker2d-medium-replay-v2,adm,72,5.650378632693446,0.17140037188937066,0.09895805084953012,3
walker2d-medium-replay-v2,adm,73,5.690500523286468,0.17581524006689886,0.10150697618026273,3
walker2d-medium-replay-v2,adm,74,5.744603916468036,0.23503931139869966,0.13570000970618354,3
walker2d-medium-replay-v2,adm,75,5.879566727821827,0.34357909586441043,0.1983654834852456,3
walker2d-medium-replay-v2,adm,76,5.791115696839853,0.058215036418128994,0.03361046694689064,3
walker2d-medium-replay-v2,adm,77,5.94184610939422,0.20648743514963314,0.1192155762679161,3
walker2d-medium-replay-v2,adm,78,5.994470678399215,0.3132037522273085,0.1808282706596374,3
walker2d-medium-replay-v2,adm,79,5.999367360818493,0.21614396324133825,0.12479077536109923,3
walker2d-medium-replay-v2,adm,80,6.20153046803301,0.33451967721125137,0.19313502568714272,3
walker2d-medium-replay-v2,adm,81,6.340239566262702,0.34873538529899506,0.20134246857832266,3
walker2d-medium-replay-v2,adm,82,6.318670714669552,0.33758791017325995,0.19490647081369486,3
walker2d-medium-replay-v2,adm,83,6.511431519524748,0.4300090452427802,0.24826583802489313,3
walker2d-medium-replay-v2,adm,84,6.804547702347226,0.26695546622434085,0.15412681028626524,3
walker2d-medium-replay-v2,adm,85,7.058148903840395,0.49179203554516904,0.28393626410731737,3
walker2d-medium-replay-v2,adm,86,7.033423312912805,0.4004007915289158,0.23117150477295875,3
walker2d-medium-replay-v2,adm,87,7.013338963795152,0.3864576269043112,0.22312141492358803,3
walker2d-medium-replay-v2,adm,88,7.314817692879828,0.3959561570898233,0.22860539388309922,3
walker2d-medium-replay-v2,adm,89,7.598159950979068,0.43238105418049916,0.24963531802360536,3
walker2d-medium-replay-v2,adm,90,7.374672070947466,0.08415025795593908,0.04858417408323788,3
walker2d-medium-replay-v2,adm,91,7.5114754051414385,0.24834011127883054,0.14337923009741443,3
walker2d-medium-replay-v2,adm,92,7.603774984542493,0.2692575234492112,0.15545590364473408,3
walker2d-medium-replay-v2,adm,93,7.533204030149361,0.16780814792388585,0.09688407937606804,3
walker2d-medium-replay-v2,adm,94,7.614432929731824,0.15783159482066075,0.09112411375633643,3
walker2d-medium-replay-v2,adm,95,7.880233629985604,0.30036223010240504,0.17341421440401988,3
walker2d-medium-replay-v2,adm,96,7.9357551173659315,0.21470151849158736,0.12395797949653939,3
walker2d-medium-replay-v2,adm,97,7.851264519983676,0.23021818382093176,0.1329165304013617,3
walker2d-medium-replay-v2,adm,98,7.8642411369131855,0.2166452097684033,0.1250801701784306,3
walker2d-medium-replay-v2,adm,99,7.909940542890108,0.22529240388392657,0.1300726300287629,3
walker2d-medium-replay-v2,adm,100,8.3974817617304,0.08870274109828447,0.05121255145095222,3
walker2d-medium-replay-v2,ensemble,1,0.8576594915608672,0.11092698045961388,0.06404372202875043,3
walker2d-medium-replay-v2,ensemble,2,1.2449202108720698,0.1748096580044516,0.10092640310581656,3
walker2d-medium-replay-v2,ensemble,3,1.7133321996823707,0.26287458012489395,0.15177070959821737,3
walker2d-medium-replay-v2,ensemble,4,2.0605590696832192,0.2665129431152816,0.15387131945012728,3
walker2d-medium-replay-v2,ensemble,5,2.338865237232159,0.21028066837424925,0.12140560049124724,3
walker2d-medium-replay-v2,ensemble,6,2.6929194282074014,0.2089480251125549,0.12063619854537426,3
walker2d-medium-replay-v2,ensemble,7,3.0221866891399025,0.2364036786807683,0.13648772752375937,3
walker2d-medium-replay-v2,ensemble,8,3.4755823431949557,0.2054946865671777,0.11864241260659783,3
walker2d-medium-replay-v2,ensemble,9,3.8076523571066283,0.28568614020473143,0.16494096995094687,3
walker2d-medium-replay-v2,ensemble,10,3.9647441798686898,0.39599606438205825,0.22862843436901373,3
walker2d-medium-replay-v2,ensemble,11,4.19791494804534,0.4021962325555866,0.23220810313302126,3
walker2d-medium-replay-v2,ensemble,12,4.396324708750723,0.2764138569275467,0.1595876147048618,3
walker2d-medium-replay-v2,ensemble,13,4.674694580392999,0.29810159600562325,0.17210903669970365,3
walker2d-medium-replay-v2,ensemble,14,4.92058394284652,0.2919787070771945,0.16857398512865712,3
walker2d-medium-replay-v2,ensemble,15,5.108814225937867,0.24614255177843003,0.14211046852829798,3
walker2d-medium-replay-v2,ensemble,16,5.516377357172909,0.4468122323521853,0.2579671626257518,3
walker2d-medium-replay-v2,ensemble,17,5.685645475957139,0.4830397219762569,0.2788831135122739,3
walker2d-medium-replay-v2,ensemble,18,5.76254867651114,0.4116769051991896,0.23768177203590418,3
walker2d-medium-replay-v2,ensemble,19,5.974419750505995,0.3339163761166301,0.19278670963776073,3
walker2d-medium-replay-v2,ensemble,20,6.293072256983565,0.4139567668129026,0.23899805075229646,3
walker2d-medium-replay-v2,ensemble,21,6.574575978854933,0.4906889962327011,0.28329942406333725,3
walker2d-medium-replay-v2,ensemble,22,6.700529811557442,0.6414161069623182,0.37032176201725625,3
walker2d-medium-replay-v2,ensemble,23,6.972690278382295,0.6600147014268198,0.38105966553788495,3
walker2d-medium-replay-v2,ensemble,24,7.09547243206968,0.7754378743589675,0.4476992655009811,3
walker2d-medium-replay-v2,ensemble,25,7.289773184211589,0.6861172546608373,0.3961299816740814,3
walker2d-medium-replay-v2,ensemble,26,7.607647185240964,0.5564278901258041,0.3212537921487485,3
walker2d-medium-replay-v2,ensemble,27,8.037541831003667,0.5509747881292609,0.3181054422431258,3
walker2d-medium-replay-v2,ensemble,28,8.273725433316502,0.30068021001390133,0.17359780019151916,3
walker2d-medium-replay-v2,ensemble,29,8.63519624085381,0.4568450433179101,0.2637596087375417,3
walker2d-medium-replay-v2,ensemble,30,9.023286020873067,0.40749345991849656,0.23526645877695598,3
walker2d-medium-replay-v2,ensemble,31,9.134372510914353,0.39330653100708424,0.22707563155097799,3
walker2d-medium-replay-v2,ensemble,32,9.45656059282625,0.5519666019269185,0.31867806620618944,3
walker2d-medium-replay-v2,ensemble,33,9.594512193934207,0.22341744299315677,0.12899012085375694,3
walker2d-medium-replay-v2,ensemble,34,9.817118984976773,0.17662873691096798,0.10197664880217096,3
walker2d-medium-replay-v2,ensemble,35,9.900492631559944,0.12060512399093035,0.06963140080181184,3
walker2d-medium-replay-v2,ensemble,36,10.046765304047591,0.09295523680472453,0.053667730991793124,3
walker2d-medium-replay-v2,ensemble,37,10.655641113776511,0.45778980778936273,0.26430506875945564,3
walker2d-medium-replay-v2,ensemble,38,10.961951983217888,0.22149309755074584,0.12787909949456716,3
walker2d-medium-replay-v2,ensemble,39,11.614774954612457,0.5823393844789904,0.3362138003886661,3
walker2d-medium-replay-v2,ensemble,40,12.034880421801658,0.9008355309148525,0.5200976362692695,3
walker2d-medium-replay-v2,ensemble,41,12.87337527211002,1.5035872761502374,0.8680965186354358,3
walker2d-medium-replay-v2,ensemble,42,12.83385383243944,1.6685564954627734,0.9633415418135308,3
walker2d-medium-replay-v2,ensemble,43,13.477754789225578,1.9546545499975851,1.1285203306138327,3
walker2d-medium-replay-v2,ensemble,44,14.320680893902283,2.6085980298158096,1.5060747747216852,3
walker2d-medium-replay-v2,ensemble,45,14.74092962600964,2.5243250174749683,1.4574197283612798,3
walker2d-medium-replay-v2,ensemble,46,15.858191150771257,3.1674883022214857,1.8287502239425655,3
walker2d-medium-replay-v2,ensemble,47,16.619328315182212,3.28235743843266,1.895069950655667,3
walker2d-medium-replay-v2,ensemble,48,17.7975726272999,5.398142306011837,3.1166189134998414,3
walker2d-medium-replay-v2,ensemble,49,18.491983316530064,6.266839216817748,3.6181613087978306,3
walker2d-medium-replay-v2,ensemble,50,19.184968645601725,6.328934291426242,3.654011916838394,3
walker2d-medium-replay-v2,ensemble,51,19.153608901504914,7.037437324704701,4.063066333823379,3
walker2d-medium-replay-v2,ensemble,52,19.684871675288047,6.546532271464542,3.779642169188626,3
walker2d-medium-replay-v2,ensemble,53,20.47724302990702,5.800603509338664,3.348979997578966,3
walker2d-medium-replay-v2,ensemble,54,22.432847030642716,7.007678126912883,4.045884852967406,3
walker2d-medium-replay-v2,ensemble,55,22.08949170177155,6.397926830336239,3.693844777750157,3
walker2d-medium-replay-v2,ensemble,56,24.848959997980035,8.783057432389642,5.070900572898103,3
walker2d-medium-replay-v2,ensemble,57,27.942199909021273,11.949144676427272,6.89884189552107,3
walker2d-medium-replay-v2,ensemble,58,29.585202916257867,13.081932825958615,7.552857438587809,3
walker2d-medium-replay-v2,ensemble,59,36.19957099302619,18.336102839679373,10.586353910377548,3
walker2d-medium-replay-v2,ensemble,60,45.03652198284365,28.792469574536735,16.623340059492893,3
walker2d-medium-replay-v2,ensemble,61,52.02382223075535,36.25102926774501,20.929541506133585,3
walker2d-medium-replay-v2,ensemble,62,57.38327706253742,43.57570582717699,25.15844548944858,3
walker2d-medium-replay-v2,ensemble,63,57.63171559871643,44.71666495424487,25.81717854859558,3
walker2d-medium-replay-v2,ensemble,64,70.70300731227526,56.20235751957203,32.448446243016505,3
walker2d-medium-replay-v2,ensemble,65,83.64734860649395,74.35952808014788,42.93149355388692,3
walker2d-medium-replay-v2,ensemble,66,105.88339132740633,108.73988286884735,62.78100064597739,3
walker2d-medium-replay-v2,ensemble,67,139.1269258633,156.42650127118122,90.31288261730782,3
walker2d-medium-replay-v2,ensemble,68,156.06337304926308,197.23390072716157,113.87304567814667,3
walker2d-medium-replay-v2,ensemble,69,166.8379215381609,211.63167252006264,122.18560309850889,3
walker2d-medium-replay-v2,ensemble,70,204.55325718731365,264.2538350661677,152.5670228098429,3
walker2d-medium-replay-v2,ensemble,71,288.54511430504704,394.5204407482917,227.77648266683605,3
walker2d-medium-replay-v2,ensemble,72,258.7236877819995,330.6166258837198,190.88159795253142,3
walker2d-medium-replay-v2,ensemble,73,237.09089283570094,265.74658523677095,153.42886252267354,3
walker2d-medium-replay-v2,ensemble,74,291.454816500868,343.2304589082092,198.16419784473337,3
walker2d-medium-replay-v2,ensemble,75,399.1063172126519,466.8062565883838,269.51071790070495,3
walker2d-medium-replay-v2,ensemble,76,477.7270701992965,562.8644485971678,324.9699409148451,3
walker2d-medium-replay-v2,ensemble,77,560.0622926765582,661.7265281579198,382.0479891618915,3
walker2d-medium-replay-v2,ensemble,78,647.9742735554598,761.7723567113391,439.80947520850725,3
walker2d-medium-replay-v2,ensemble,79,574.9461018291443,656.9277088165331,379.27738952334954,3
walker2d-medium-replay-v2,ensemble,80,667.8179534468676,867.5491418835312,500.8797306016856,3
walker2d-medium-replay-v2,ensemble,81,815.7055329278402,1033.1974253241322,596.516811636916,3
walker2d-medium-replay-v2,ensemble,82,1109.8288337426256,1429.1813298331851,825.1382254999768,3
walker2d-medium-replay-v2,ensemble,83,1291.9969104470267,1830.252909726148,1056.6970101154873,3
walker2d-medium-replay-v2,ensemble,84,1269.3305000198097,1808.9399402437573,1044.391961447599,3
walker2d-medium-replay-v2,ensemble,85,1790.1451230463142,2681.156416661491,1547.9663788990044,3
walker2d-medium-replay-v2,ensemble,86,2083.385984286999,3223.214853261926,1860.923963186773,3
walker2d-medium-replay-v2,ensemble,87,2152.895903778113,3343.348075702707,1930.2829115015752,3
walker2d-medium-replay-v2,ensemble,88,3160.452592805465,5032.103817801453,2905.286493797813,3
walker2d-medium-replay-v2,ensemble,89,2865.090561550685,4524.014601461624,2611.941047971666,3
walker2d-medium-replay-v2,ensemble,90,3413.5462001824803,5424.9787306411645,3132.112930483671,3
walker2d-medium-replay-v2,ensemble,91,4001.9592126082994,6374.351731310722,3680.2336879816025,3
walker2d-medium-replay-v2,ensemble,92,6002.699534799512,9766.982855900607,5638.970181024676,3
walker2d-medium-replay-v2,ensemble,93,7235.228872395711,11758.873383170612,6788.988713140278,3
walker2d-medium-replay-v2,ensemble,94,8357.528886171442,13673.983893360437,7894.678281726256,3
walker2d-medium-replay-v2,ensemble,95,12552.351273947439,21031.73082746469,12142.67545476049,3
walker2d-medium-replay-v2,ensemble,96,13966.653992415224,23418.585686490067,13520.726750135358,3
walker2d-medium-replay-v2,ensemble,97,14046.937185059507,23441.6727303606,13534.056061128802,3
walker2d-medium-replay-v2,ensemble,98,22720.014995841306,38342.530034003124,22137.070036543017,3
walker2d-medium-replay-v2,ensemble,99,38018.65151476196,64650.808455994615,37326.161665395426,3
walker2d-medium-replay-v2,ensemble,100,42915.62536093052,72948.25527223316,42116.69481833735,3
walker2d-medium-replay-v2,rnn,1,0.1120824725005048,0.05371091626735562,0.031010011965379218,3
walker2d-medium-replay-v2,rnn,2,0.20588884340726912,0.10666678296746357,0.06158409585985648,3
walker2d-medium-replay-v2,rnn,3,0.2832930234916972,0.13054049165001136,0.07536758799428016,3
walker2d-medium-replay-v2,rnn,4,0.38697264108027,0.09198830649312893,0.053109473516105794,3
walker2d-medium-replay-v2,rnn,5,0.39974708508967055,0.10112409160286363,0.0583840215084697,3
walker2d-medium-replay-v2,rnn,6,0.48734042663047755,0.11033678567442762,0.06370297291064883,3
walker2d-medium-replay-v2,rnn,7,0.6008071459010933,0.10962605689295223,0.0632926334573432,3
walker2d-medium-replay-v2,rnn,8,0.7256929320761748,0.12021922905811017,0.06940860425846919,3
walker2d-medium-replay-v2,rnn,9,0.8509346658648461,0.11803969770306601,0.0681502512439272,3
walker2d-medium-replay-v2,rnn,10,0.9386349676502922,0.10010903807048264,0.05779798007830765,3
walker2d-medium-replay-v2,rnn,11,0.9716244258807604,0.11052960529427051,0.06381429737007017,3
walker2d-medium-replay-v2,rnn,12,1.0937064849988538,0.16661794962168772,0.09619691806590491,3
walker2d-medium-replay-v2,rnn,13,1.071092284584606,0.09468996240537027,0.05466927528429607,3
walker2d-medium-replay-v2,rnn,14,1.1456356238022654,0.11662108745716918,0.06733121623658352,3
walker2d-medium-replay-v2,rnn,15,1.277608909126031,0.048297253610280436,0.027884432373015036,3
walker2d-medium-replay-v2,rnn,16,1.3164244284509108,0.0647449076134443,0.03738048983927952,3
walker2d-medium-replay-v2,rnn,17,1.377925739763123,0.08531927308753563,0.049259105284151894,3
walker2d-medium-replay-v2,rnn,18,1.4840846620896713,0.12509676753743604,0.07222465241249074,3
walker2d-medium-replay-v2,rnn,19,1.557674562657607,0.04677052532250423,0.02700297538508803,3
walker2d-medium-replay-v2,rnn,20,1.579859273726582,0.03835967004145508,0.022146965824459314,3
walker2d-medium-replay-v2,rnn,21,1.6250328159119223,0.12148445474731198,0.07013908265071549,3
walker2d-medium-replay-v2,rnn,22,1.736499300415644,0.19887022718503664,0.11481777919908294,3
walker2d-medium-replay-v2,rnn,23,1.9053223505162553,0.09408345032804986,0.054319105373188376,3
walker2d-medium-replay-v2,rnn,24,1.8853064578159007,0.024223648677372832,0.013985530084636127,3
walker2d-medium-replay-v2,rnn,25,1.9224222091414849,0.04357731176025228,0.0251593726753419,3
walker2d-medium-replay-v2,rnn,26,2.113615090293414,0.14251368109327578,0.08228031214240726,3
walker2d-medium-replay-v2,rnn,27,2.1125999217261406,0.19513298969331075,0.11266008412720943,3
walker2d-medium-replay-v2,rnn,28,2.1974947600968733,0.14141139860348978,0.0816439090502063,3
walker2d-medium-replay-v2,rnn,29,2.2850622748626983,0.17127927304291518,0.0988881343979305,3
walker2d-medium-replay-v2,rnn,30,2.396123806638499,0.14861689092367392,0.08580400198090839,3
walker2d-medium-replay-v2,rnn,31,2.4825265503922975,0.21148501675901926,0.1221009313553923,3
walker2d-medium-replay-v2,rnn,32,2.611582103367206,0.17635390476766835,0.10181797439025496,3
walker2d-medium-replay-v2,rnn,33,2.688436975217965,0.21806038777269807,0.12589722358016142,3
walker2d-medium-replay-v2,rnn,34,2.708002870760144,0.14272250094959915,0.0824008743426677,3
walker2d-medium-replay-v2,rnn,35,2.8636861203889734,0.15167724290091222,0.08757089701878193,3
walker2d-medium-replay-v2,rnn,36,2.9767388546578215,0.21905675554234766,0.12647247678018048,3
walker2d-medium-replay-v2,rnn,37,3.082384080776651,0.23293699284192643,0.13448623552150815,3
walker2d-medium-replay-v2,rnn,38,3.0703712194467694,0.19644840658870505,0.11341954042586191,3
walker2d-medium-replay-v2,rnn,39,3.1487015117982584,0.21000109911437922,0.12124419110380413,3
walker2d-medium-replay-v2,rnn,40,3.260715145077638,0.18287872225756108,0.1055850795244577,3
walker2d-medium-replay-v2,rnn,41,3.362981983249148,0.17833143024610543,0.10295969925755995,3
walker2d-medium-replay-v2,rnn,42,3.4503085588370594,0.26244890895821305,0.1515249482355479,3
walker2d-medium-replay-v2,rnn,43,3.607603262053248,0.25483688240361846,0.14713014265517413,3
walker2d-medium-replay-v2,rnn,44,3.737632838297479,0.2487942684791144,0.14364143787925274,3
walker2d-medium-replay-v2,rnn,45,3.735411799830718,0.2267699637907744,0.1309256996387253,3
walker2d-medium-replay-v2,rnn,46,3.8678906858473616,0.28815706288455495,0.16636755782528972,3
walker2d-medium-replay-v2,rnn,47,4.01469089917383,0.5467188692530244,0.31564828633428144,3
walker2d-medium-replay-v2,rnn,48,4.0365747557247245,0.4901776519117918,0.2830041992820117,3
walker2d-medium-replay-v2,rnn,49,4.068569892896579,0.5004362927408977,0.2889270283262157,3
walker2d-medium-replay-v2,rnn,50,4.042281191923102,0.49219970345183595,0.28417163128297146,3
walker2d-medium-replay-v2,rnn,51,4.220754894485164,0.4415679156050954,0.2549393549401038,3
walker2d-medium-replay-v2,rnn,52,4.238282760868974,0.2846953903306892,0.16436896024446898,3
walker2d-medium-replay-v2,rnn,53,4.392185872526286,0.2736261804500493,0.15797814894016507,3
walker2d-medium-replay-v2,rnn,54,4.48373277851977,0.21482810001964683,0.12403106137583896,3
walker2d-medium-replay-v2,rnn,55,4.5262713956382195,0.36939365362492893,0.2132695253572921,3
walker2d-medium-replay-v2,rnn,56,4.575511033106593,0.4305034279299577,0.24855127000241775,3
walker2d-medium-replay-v2,rnn,57,4.607513093209089,0.3507058741173794,0.20248013082805202,3
walker2d-medium-replay-v2,rnn,58,4.790634364376138,0.2100253935689012,0.12125821751366221,3
walker2d-medium-replay-v2,rnn,59,4.8910222897709765,0.28050299606608026,0.16194848028724798,3
walker2d-medium-replay-v2,rnn,60,5.045669178385205,0.2859366971399374,0.16508562906493537,3
walker2d-medium-replay-v2,rnn,61,5.001597053911564,0.2443942892945641,0.14110110871262388,3
walker2d-medium-replay-v2,rnn,62,5.25212742630474,0.3141107134253073,0.18135190495144657,3
walker2d-medium-replay-v2,rnn,63,5.3119397216488276,0.39588688840343605,0.22856540158836716,3
walker2d-medium-replay-v2,rnn,64,5.440197486593195,0.32792418275660407,0.1893271151883134,3
walker2d-medium-replay-v2,rnn,65,5.575466565294364,0.27101009115516567,0.15646774908153993,3
walker2d-medium-replay-v2,rnn,66,5.783739718453863,0.30055346595205656,0.1735246244732949,3
walker2d-medium-replay-v2,rnn,67,5.935373486791721,0.4194216288232575,0.24215319030505902,3
walker2d-medium-replay-v2,rnn,68,5.950996304050513,0.274756233451779,0.15863058534491228,3
walker2d-medium-replay-v2,rnn,69,5.966106201594763,0.3024742281403901,0.1746335770397785,3
walker2d-medium-replay-v2,rnn,70,6.0802422536516785,0.2960666772236694,0.17093417579316358,3
walker2d-medium-replay-v2,rnn,71,6.339754866798909,0.23307797282158849,0.1345676303507164,3
walker2d-medium-replay-v2,rnn,72,6.503995051658578,0.26075940107553247,0.15054951040468428,3
walker2d-medium-replay-v2,rnn,73,6.563633846767153,0.23949348827754635,0.13827162992620387,3
walker2d-medium-replay-v2,rnn,74,6.577538556612872,0.33286886516645325,0.19218192890869704,3
walker2d-medium-replay-v2,rnn,75,6.769814991793832,0.43282373565068966,0.2498909002895851,3
walker2d-medium-replay-v2,rnn,76,6.78666994047321,0.41524788030025916,0.23974347547177613,3
walker2d-medium-replay-v2,rnn,77,6.850931153492529,0.5803804614781957,0.3350828156668355,3
walker2d-medium-replay-v2,rnn,78,7.060484685350352,0.6070924320760498,0.35050497908209194,3
walker2d-medium-replay-v2,rnn,79,7.323348144178849,0.771113319328139,0.4452024824898069,3
