task,seed,model,rollout_length,backtrack_k,error_mean,error_std,error_sem,n_windows
hopper-medium-replay-v2,1,adm,26,5,0.028438617562078765,0.17045293580385557,0.005390195110026474,1000
hopper-medium-replay-v2,1,adm,27,3,0.031244963225250177,0.16131637544715283,0.005101271702958663,1000
hopper-medium-replay-v2,1,adm,28,1,0.02504880498955349,0.09810131009712453,0.0031022358135338757,1000
hopper-medium-replay-v2,1,adm,29,3,0.0298566633786763,0.24437598099299693,0.007727847053758867,1000
hopper-medium-replay-v2,1,adm,30,2,0.030283447210481308,0.13573279856727255,0.004292247966614206,1000
hopper-medium-replay-v2,1,adm,31,4,0.028030993385059034,0.11291246699934114,0.0035706057194651586,1000
hopper-medium-replay-v2,1,adm,32,2,0.03528063044643863,0.1659433020450412,0.005247587969116075,1000
hopper-medium-replay-v2,1,adm,33,1,0.04807959643424467,0.23422087398733635,0.007406714373552668,1000
hopper-medium-replay-v2,1,adm,34,1,0.05214993531651338,0.25539288992869763,0.008076232303873623,1000
hopper-medium-replay-v2,1,adm,35,4,0.03527939478951555,0.16234917901443632,0.00513393181944029,1000
hopper-medium-replay-v2,1,adm,36,2,0.04586702106147969,0.23734376900911816,0.007505468985176985,1000
hopper-medium-replay-v2,1,adm,37,2,0.033440110510747086,0.1362595630611799,0.004308905722526737,1000
hopper-medium-replay-v2,1,adm,38,3,0.052002850017256026,0.33005500287990525,0.010437255622339344,1000
hopper-medium-replay-v2,1,adm,39,1,0.048433038137172174,0.2709421813039063,0.008567944071346336,1000
hopper-medium-replay-v2,1,adm,40,5,0.041395290441132875,0.21858177578487822,0.00691216266484454,1000
hopper-medium-replay-v2,1,adm,41,2,0.05219978697743085,0.33523847209070545,0.010601171311214186,1000
hopper-medium-replay-v2,1,adm,42,3,0.050088280611246705,0.2589565304341427,0.008188924511466024,1000
hopper-medium-replay-v2,1,adm,43,4,0.039089310701567535,0.1712850923918819,0.00541651021190725,1000
hopper-medium-replay-v2,1,adm,44,1,0.04716060919531504,0.21007868272422625,0.006643271252564215,1000
hopper-medium-replay-v2,1,adm,45,5,0.04234385434729514,0.1767656826194199,0.005589821692318055,1000
hopper-medium-replay-v2,1,adm,46,1,0.048928466386966823,0.21638143223476097,0.006842581692312227,1000
hopper-medium-replay-v2,1,adm,47,1,0.057235861170981804,0.31297165699267326,0.009897032791738114,1000
hopper-medium-replay-v2,1,adm,48,5,0.06332920808016504,0.4924822991994763,0.015573657727868636,1000
hopper-medium-replay-v2,1,adm,49,1,0.07427752238420317,0.5654103647025962,0.01787984565126676,1000
hopper-medium-replay-v2,1,adm,50,5,0.057282522638847554,0.32921804468626964,0.010410788680357058,1000
hopper-medium-replay-v2,1,adm,51,1,0.05201565877039747,0.23268248012847603,0.007358066088228526,1000
hopper-medium-replay-v2,1,adm,52,5,0.07539102784936018,0.39955859039760205,0.012635152043427049,1000
hopper-medium-replay-v2,1,adm,53,3,0.07753484200189338,0.35304787386582237,0.011164354044958339,1000
hopper-medium-replay-v2,1,adm,54,5,0.07118832954116443,0.3762739035483166,0.01189882559295193,1000
hopper-medium-replay-v2,1,adm,55,4,0.10129679265599956,0.5133781705366997,0.016234443199063177,1000
hopper-medium-replay-v2,1,adm,56,2,0.10330142295456023,0.40240158824853706,0.012725055529346234,1000
hopper-medium-replay-v2,1,adm,57,3,0.0989353729301153,0.4265939948153637,0.0134900865976661,1000
hopper-medium-replay-v2,1,adm,58,5,0.10753411095315084,0.5674167750169093,0.017943293916407598,1000
hopper-medium-replay-v2,1,adm,59,1,0.09394850434717654,0.5502912829899896,0.0174017383078464,1000
hopper-medium-replay-v2,1,adm,60,2,0.08952139747663371,0.5072873156087259,0.016041833454362598,1000
hopper-medium-replay-v2,1,adm,61,3,0.10081946667928039,0.590909710337857,0.018686205761779734,1000
hopper-medium-replay-v2,1,adm,62,1,0.11296728070528149,0.6564205453228035,0.020757840261498465,1000
hopper-medium-replay-v2,1,adm,63,3,0.08514057502168526,0.4728818353888411,0.014953836639495531,1000
hopper-medium-replay-v2,1,adm,64,2,0.08414845144711706,0.48040736026732755,0.015191814631538323,1000
hopper-medium-replay-v2,1,adm,65,4,0.08939682723489244,0.4386422655406775,0.013871086371249305,1000
hopper-medium-replay-v2,1,adm,66,1,0.09725348364894035,0.5649333859665676,0.017864762259253573,1000
hopper-medium-replay-v2,1,adm,67,2,0.12405378469705869,0.7353276429636972,0.0232531017824837,1000
hopper-medium-replay-v2,1,adm,68,5,0.1422646843575876,0.9482351075958904,0.029985826973378437,1000
hopper-medium-replay-v2,1,adm,69,3,0.1564566885630801,0.9789635661216661,0.03095754615265315,1000
hopper-medium-replay-v2,1,adm,70,2,0.14906087693636944,1.0231272455648748,0.03235412432159411,1000
hopper-medium-replay-v2,1,adm,71,3,0.1395349557587847,0.8523943415062101,0.026955075837990245,1000
hopper-medium-replay-v2,1,adm,72,3,0.14980742890358534,0.7905648586161526,0.024999855913160327,1000
hopper-medium-replay-v2,1,adm,73,2,0.1655597726015548,0.8255369901187252,0.026105771814950888,1000
hopper-medium-replay-v2,1,adm,74,1,0.1985209830805677,0.9180616706041835,0.02903165911608471,1000
hopper-medium-replay-v2,1,adm,75,3,0.20481365696258785,0.9324679836432785,0.029487226734973934,1000
hopper-medium-replay-v2,1,adm,76,3,0.18549532672453165,0.8652495093438031,0.027361591938695598,1000
hopper-medium-replay-v2,1,adm,77,2,0.1775938266918206,0.7824968458491377,0.024744722947809484,1000
hopper-medium-replay-v2,1,adm,78,1,0.20718262237680063,0.9109787873123931,0.02880767868005262,1000
hopper-medium-replay-v2,1,adm,79,5,0.14946343833891731,0.6745432999440151,0.021330932082292173,1000
hopper-medium-replay-v2,1,adm,80,3,0.150719577788175,0.5815162319909281,0.018389157894502045,1000
hopper-medium-replay-v2,1,adm,81,3,0.18043094851473002,0.8528688656056065,0.02697008160757757,1000
hopper-medium-replay-v2,1,adm,82,3,0.17897297648773702,0.8679670866955115,0.02744752928018647,1000
hopper-medium-replay-v2,1,adm,83,3,0.19960539479283732,0.9473533770416126,0.029957944205037633,1000
hopper-medium-replay-v2,1,adm,84,4,0.1916007314796529,0.9003765563151718,0.028472406697748046,1000
hopper-medium-replay-v2,1,adm,85,2,0.20113036573143647,0.9419655435139493,0.029787565949025274,1000
hopper-medium-replay-v2,1,adm,86,1,0.19610060482576888,0.965739151155746,0.030539353432497893,1000
hopper-medium-replay-v2,1,adm,87,4,0.20766841328144484,1.0586386919375228,0.033477094857039036,1000
hopper-medium-replay-v2,1,adm,88,2,0.21994904590980655,1.063105520496585,0.033618348378680274,1000
hopper-medium-replay-v2,1,adm,89,1,0.21301972028927246,0.9943315373269711,0.03144352407289962,1000
hopper-medium-replay-v2,1,adm,90,3,0.2185673405159565,0.8597323146264462,0.02718712292268063,1000
hopper-medium-replay-v2,1,adm,91,2,0.2465781868254797,0.8769071696257474,0.027730239525489846,1000
hopper-medium-replay-v2,1,adm,92,1,0.21884814432009245,0.7170516872052727,0.022675165316352785,1000
hopper-medium-replay-v2,1,adm,93,5,0.24793821384543557,0.778061377311319,0.024604461117114243,1000
hopper-medium-replay-v2,1,adm,94,5,0.26970592935739307,0.978738402913122,0.03095042586681044,1000
hopper-medium-replay-v2,1,adm,95,3,0.24912816913127073,0.9627376351973016,0.030444437163877618,1000
hopper-medium-replay-v2,1,adm,96,1,0.2786244592964899,1.0598825721891738,0.03351642980435624,1000
hopper-medium-replay-v2,1,adm,97,5,0.3036796461578058,1.228219504703343,0.03883971101506454,1000
hopper-medium-replay-v2,1,adm,98,1,0.3026224868265403,1.192909879530298,0.03772312262632814,1000
hopper-medium-replay-v2,1,adm,99,5,0.2891563278388212,1.069521133340945,0.03382122787042036,1000
hopper-medium-replay-v2,1,adm,100,2,0.34288679027750857,1.220772472970766,0.0386042151942396,1000
hopper-medium-replay-v2,1,rnn,1,1,0.001504441934638221,0.006855426088521427,0.00021678760770666802,1000
hopper-medium-replay-v2,1,rnn,2,1,0.0024917611312460643,0.011794728199524252,0.00037298205493113554,1000
hopper-medium-replay-v2,1,rnn,3,1,0.0031930626515563384,0.013702575468502206,0.0004333134829081579,1000
hopper-medium-replay-v2,1,rnn,4,4,0.0036399619410109195,0.0181263853693375,0.0005732066351305893,1000
hopper-medium-replay-v2,1,rnn,5,3,0.00571672213599124,0.043865458460381375,0.0013871475934230807,1000
hopper-medium-replay-v2,1,rnn,6,1,0.007896715779645718,0.055550250139542186,0.0017566531503303965,1000
hopper-medium-replay-v2,1,rnn,7,5,0.01100088080551697,0.14415115868210202,0.004558459887877983,1000
hopper-medium-replay-v2,1,rnn,8,1,0.019088198860178932,0.1862686963381022,0.005890333372186682,1000
hopper-medium-replay-v2,1,rnn,9,4,0.017675408228270448,0.16800085553250135,0.005312653523396043,1000
hopper-medium-replay-v2,1,rnn,10,3,0.015295133302255303,0.11844285392723922,0.0037454919098069517,1000
hopper-medium-replay-v2,1,rnn,11,3,0.014248597032564779,0.13375271122943017,0.004229632107077793,1000
hopper-medium-replay-v2,1,rnn,12,1,0.012065218877902645,0.06502590635219432,0.002056299709897452,1000
hopper-medium-replay-v2,1,rnn,13,5,0.012173828914225342,0.10246719815163885,0.003240297316149742,1000
hopper-medium-replay-v2,1,rnn,14,3,0.011278375423695097,0.060412011197215995,0.0019103955341479813,1000
hopper-medium-replay-v2,1,rnn,15,4,0.01670365997872559,0.19861269192733713,0.006280684787077229,1000
hopper-medium-replay-v2,1,rnn,16,1,0.022327562827154226,0.31036944629465024,0.009814743664164021,1000
hopper-medium-replay-v2,1,rnn,17,4,0.018599909355240463,0.1443465176873948,0.004564637682059483,1000
hopper-medium-replay-v2,1,rnn,18,3,0.013522943238212803,0.062227666711842274,0.001967811602872623,1000
hopper-medium-replay-v2,1,rnn,19,2,0.019076700103296027,0.12888578325347103,0.004075726330957552,1000
hopper-medium-replay-v2,1,rnn,20,5,0.01753401194077044,0.09647339338276306,0.003050756566949476,1000
hopper-medium-replay-v2,1,rnn,21,3,0.014733883409069969,0.06733828466433564,0.0021294235326808756,1000
hopper-medium-replay-v2,1,rnn,22,1,0.018039510665298197,0.08681174594826584,0.002745228448524139,1000
hopper-medium-replay-v2,1,rnn,23,2,0.022452976108453173,0.11363788649244448,0.0035935454980380722,1000
hopper-medium-replay-v2,1,rnn,24,4,0.019279423289075212,0.08451736383255318,0.0026726737154400587,1000
hopper-medium-replay-v2,1,rnn,25,1,0.021470448524048887,0.09125293504340333,0.002885671179125506,1000
hopper-medium-replay-v2,1,rnn,26,5,0.018512950283285708,0.08402719823678619,0.0026571733183072877,1000
hopper-medium-replay-v2,1,rnn,27,3,0.025032196526498858,0.1446887538194842,0.004575460138809571,1000
hopper-medium-replay-v2,1,rnn,28,1,0.02337260939323332,0.11586622665184124,0.0036640118010912363,1000
hopper-medium-replay-v2,1,rnn,29,3,0.03026127600996974,0.18936493721994785,0.005988245105898287,1000
hopper-medium-replay-v2,1,rnn,30,2,0.03405526825921167,0.2204376430965602,0.006970850342244227,1000
hopper-medium-replay-v2,1,rnn,31,4,0.03226134483414887,0.21878433369327063,0.006918568108330538,1000
hopper-medium-replay-v2,1,rnn,32,2,0.0326353658961678,0.178288163611502,0.005637966768610977,1000
hopper-medium-replay-v2,1,rnn,33,1,0.03590201614502421,0.17997901643417896,0.005691436229688818,1000
hopper-medium-replay-v2,1,rnn,34,1,0.039669715953636164,0.24354995503082483,0.007701725819289908,1000
hopper-medium-replay-v2,1,rnn,35,4,0.04117301008019225,0.21691646780215315,0.006859501002533824,1000
hopper-medium-replay-v2,1,rnn,36,2,0.041121360968390704,0.17343946010235597,0.005484637300733453,1000
hopper-medium-replay-v2,1,rnn,37,2,0.04219707071087438,0.18462590461113962,0.00583838373640185,1000
hopper-medium-replay-v2,1,rnn,38,3,0.0486447896091032,0.23821987962908678,0.007533174035590616,1000
hopper-medium-replay-v2,1,rnn,39,1,0.05208018988158675,0.24586044450090055,0.007774789911642655,1000
hopper-medium-replay-v2,1,rnn,40,5,0.06193726956185087,0.3453598651267068,0.010921237862089496,1000
hopper-medium-replay-v2,1,rnn,41,2,0.06480572829414637,0.4410691981550966,0.013947832719142421,1000
hopper-medium-replay-v2,1,rnn,42,3,0.056210225210230946,0.337248896600051,0.01066474651634777,1000
hopper-medium-replay-v2,1,rnn,43,4,0.04947737327609373,0.24225857126487513,0.007660888678952239,1000
hopper-medium-replay-v2,1,rnn,44,1,0.04999387503554646,0.2159627921176789,0.006829343129413238,1000
hopper-medium-replay-v2,1,rnn,45,5,0.05207167084069768,0.21508626839230965,0.00680162501545981,1000
hopper-medium-replay-v2,1,rnn,46,1,0.05286106565150873,0.22280215893153216,0.007045622898264689,1000
hopper-medium-replay-v2,1,rnn,47,1,0.04914647507221138,0.23076551944725845,0.0072974464688521715,1000
hopper-medium-replay-v2,1,rnn,48,5,0.051903266542505495,0.21486844860869017,0.006794736949102985,1000
hopper-medium-replay-v2,1,rnn,49,1,0.05131412631511309,0.196524257973085,0.0062146427066945426,1000
hopper-medium-replay-v2,1,rnn,50,5,0.05985563298821631,0.2371114794544232,0.007498123344481962,1000
hopper-medium-replay-v2,1,rnn,51,1,0.06875620586834381,0.27094652668665525,0.008568081484414255,1000
hopper-medium-replay-v2,1,rnn,52,5,0.07740332396345607,0.397019194308375,0.012554849288194232,1000
hopper-medium-replay-v2,1,rnn,53,3,0.08662791112214199,0.4902257380311486,0.015502298998154576,1000
hopper-medium-replay-v2,1,rnn,54,5,0.09064105272530401,0.5436369589766422,0.017191310106137093,1000
hopper-medium-replay-v2,1,rnn,55,4,0.1124026727706157,0.6823374296426239,0.02157740410455583,1000
hopper-medium-replay-v2,1,rnn,56,2,0.11439955703084187,0.6156377405814919,0.01946817473797388,1000
hopper-medium-replay-v2,1,rnn,57,3,0.11093165693883554,0.5685824550000932,0.017980155954104876,1000
hopper-medium-replay-v2,1,rnn,58,5,0.0991478002845121,0.4618179228967761,0.014603965006418381,1000
hopper-medium-replay-v2,1,rnn,59,1,0.0778335320952799,0.2767543414908704,0.008751740714511904,1000
hopper-medium-replay-v2,1,rnn,60,2,0.080590122166183,0.3611444185723586,0.01142038926945868,1000
hopper-medium-replay-v2,1,rnn,61,3,0.09992860851731118,0.5286831869413369,0.016718430313712125,1000
hopper-medium-replay-v2,1,rnn,62,1,0.12615140840261233,0.6938548623070873,0.02194161730472909,1000
hopper-medium-replay-v2,1,rnn,63,3,0.14221174576865533,0.7555141134881573,0.023891454030255176,1000
hopper-medium-replay-v2,1,rnn,64,2,0.13444642726219466,0.703531349545694,0.022247614698964593,1000
hopper-medium-replay-v2,1,rnn,65,4,0.13285250912677898,0.6767056324227814,0.021399311039206764,1000
hopper-medium-replay-v2,1,rnn,66,1,0.12532552690221666,0.5329624674215189,0.016853753044352868,1000
hopper-medium-replay-v2,1,rnn,67,2,0.12443329721456062,0.5488558060656036,0.01735634454174967,1000
hopper-medium-replay-v2,1,rnn,68,5,0.13483361697574484,0.6293732710256225,0.019902530348714247,1000
hopper-medium-replay-v2,1,rnn,69,3,0.15521751026434666,0.7375232622695365,0.023322533361294598,1000
hopper-medium-replay-v2,1,rnn,70,2,0.14411033135735132,0.6967592774499164,0.02203346297594932,1000
hopper-medium-replay-v2,1,rnn,71,3,0.14319754287729652,0.665111771975727,0.021032680980338468,1000
hopper-medium-replay-v2,1,rnn,72,3,0.15041988205506562,0.763794059991558,0.02415328892880611,1000
hopper-medium-replay-v2,1,rnn,73,2,0.14628346991092434,0.6876222134384816,0.021744523641920435,1000
hopper-medium-replay-v2,1,rnn,74,1,0.1472406044419666,0.5622503929177658,0.017779918569447443,1000
hopper-medium-replay-v2,1,rnn,75,3,0.1380446925280325,0.4659636612587344,0.01473506476448762,1000
hopper-medium-replay-v2,1,rnn,76,3,0.16706071247377785,0.601663274868169,0.01902626333059358,1000
hopper-medium-replay-v2,1,rnn,77,2,0.2080534721758048,0.8420501004662574,0.026627962214469853,1000
hopper-medium-replay-v2,1,rnn,78,1,0.19815165679939176,0.8393380135521809,0.02654219849586166,1000
hopper-medium-replay-v2,1,rnn,79,5,0.18710155340628057,0.9235254167989809,0.029204437941411088,1000
hopper-medium-replay-v2,1,rnn,80,3,0.1746473698774908,0.8276691065448001,0.026173195256381437,1000
hopper-medium-replay-v2,1,rnn,81,3,0.1632950768096382,0.7266519850418546,0.02297875339014864,1000
hopper-medium-replay-v2,1,rnn,82,3,0.1697564318715876,0.7282482980384262,0.02302923323942559,1000
hopper-medium-replay-v2,1,rnn,83,3,0.18534445330795304,0.7469278634392689,0.02361993296311298,1000
hopper-medium-replay-v2,1,rnn,84,4,0.17065224245163244,0.5954844557948624,0.018830871915376184,1000
hopper-medium-replay-v2,1,rnn,85,2,0.1795180094054119,0.7007248313472718,0.02215886480094733,1000
hopper-medium-replay-v2,1,rnn,86,1,0.19158512108582945,0.7774131193645245,0.024583961400882495,1000
hopper-medium-replay-v2,1,rnn,87,4,0.1974090425024596,0.7329133449912496,0.02317675497705109,1000
hopper-medium-replay-v2,1,rnn,88,2,0.193567098682326,0.7099707546867475,0.022451246569187865,1000
hopper-medium-replay-v2,1,rnn,89,1,0.19870602675631482,0.7989944503934849,0.025266423010778298,1000
hopper-medium-replay-v2,1,rnn,90,3,0.1789013019220054,0.6119081496473631,0.01935023471704826,1000
hopper-medium-replay-v2,1,rnn,91,2,0.22956342142506747,0.8017789666198734,0.025354477145349143,1000
hopper-medium-replay-v2,1,rnn,92,1,0.2477392931639804,0.8383077062143746,0.026509617317087137,1000
hopper-medium-replay-v2,1,rnn,93,5,0.24774202274601304,0.8296304934823087,0.02623521975733573,1000
hopper-medium-replay-v2,1,rnn,94,5,0.2677106442140718,0.9126969082438279,0.02886201043444206,1000
hopper-medium-replay-v2,1,rnn,95,3,0.2909078158165382,1.1137987586320415,0.03522140932345378,1000
hopper-medium-replay-v2,1,rnn,96,1,0.30479346580334743,1.172231626640113,0.0370692188546687,1000
hopper-medium-replay-v2,1,rnn,97,5,0.306404759475604,1.0944377233087321,0.034609159628647454,1000
hopper-medium-replay-v2,1,rnn,98,1,0.3280634015808259,1.1511237662734988,0.036401729701755724,1000
hopper-medium-replay-v2,1,rnn,99,5,0.357973328877153,1.3140272936573505,0.04155319155584154,1000
hopper-medium-replay-v2,1,rnn,100,2,0.35747793000848477,1.1700569476426246,0.03700044946655075,1000
hopper-medium-replay-v2,1,ensemble,1,1,0.0028818406197802615,0.02034513704417828,0.0006433697236786911,1000
hopper-medium-replay-v2,1,ensemble,2,1,0.0052039830242445306,0.02483462367129825,0.0007853397563443527,1000
hopper-medium-replay-v2,1,ensemble,3,1,0.008530986292735295,0.04356811225729214,0.0013777446808694307,1000
hopper-medium-replay-v2,1,ensemble,4,1,0.01202816570284656,0.0727120078452321,0.002299355580349654,1000
hopper-medium-replay-v2,1,ensemble,5,1,0.01520297905694801,0.07615985138022996,0.002408385966214451,1000
hopper-medium-replay-v2,1,ensemble,6,1,0.021648938817953225,0.10327682722917066,0.0032659000355987574,1000
hopper-medium-replay-v2,1,ensemble,7,1,0.01995698044979414,0.08891179249236816,0.0028116377512414246,1000
hopper-medium-replay-v2,1,ensemble,8,1,0.02778426497076974,0.1545621679107836,0.004887684906914649,1000
hopper-medium-replay-v2,1,ensemble,9,1,0.03809620588563175,0.24954843386871628,0.007891414375530478,1000
hopper-medium-replay-v2,1,ensemble,10,1,0.0483522177846404,0.3895181934061737,0.012317646812374893,1000
hopper-medium-replay-v2,1,ensemble,11,1,0.05401744832490853,0.3776060947730229,0.011940953178441543,1000
hopper-medium-replay-v2,1,ensemble,12,1,0.05217542813729425,0.401874618034887,0.012708391268004236,1000
hopper-medium-replay-v2,1,ensemble,13,1,0.04730128403737338,0.3012204790558801,0.00952542791703627,1000
hopper-medium-replay-v2,1,ensemble,14,1,0.04774185167669934,0.28181607982629253,0.008911806935109136,1000
hopper-medium-replay-v2,1,ensemble,15,1,0.05270289166663621,0.35893532280414436,0.011350531527488716,1000
hopper-medium-replay-v2,1,ensemble,16,1,0.051710910261186856,0.3167227232813404,0.010015651923002742,1000
hopper-medium-replay-v2,1,ensemble,17,1,0.04392819667886465,0.267356979447447,0.008454570033967582,1000
hopper-medium-replay-v2,1,ensemble,18,1,0.046738110457555916,0.18113320073798303,0.005727934742085184,1000
hopper-medium-replay-v2,1,ensemble,19,1,0.06663777056310537,0.34579542147060943,0.010935011363050175,1000
hopper-medium-replay-v2,1,ensemble,20,1,0.07807528976616786,0.3684476175911056,0.011651336700506153,1000
hopper-medium-replay-v2,1,ensemble,21,1,0.0791965574900093,0.3720525054858397,0.011765333265075442,1000
hopper-medium-replay-v2,1,ensemble,22,1,0.08065045086407688,0.36474189466031115,0.011534151452117903,1000
hopper-medium-replay-v2,1,ensemble,23,1,0.07580220496841558,0.2889490994797035,0.00913737282210437,1000
hopper-medium-replay-v2,1,ensemble,24,1,0.07572983780677396,0.3182896668574117,0.01006520302965629,1000
hopper-medium-replay-v2,1,ensemble,25,1,0.07602922662925195,0.3468764749270863,0.010969197274998819,1000
hopper-medium-replay-v2,1,ensemble,26,1,0.07609572847413681,0.3627404875606307,0.011470861402515685,1000
hopper-medium-replay-v2,1,ensemble,27,1,0.08859525739530859,0.41976734305921914,0.01327420891424405,1000
hopper-medium-replay-v2,1,ensemble,28,1,0.08565440448850638,0.3426280501156253,0.010834850286276938,1000
hopper-medium-replay-v2,1,ensemble,29,1,0.09002107376324227,0.37609247499360765,0.011893088318297204,1000
hopper-medium-replay-v2,1,ensemble,30,1,0.10267699702830065,0.44809526445761044,0.014170016444215436,1000
hopper-medium-replay-v2,1,ensemble,31,1,0.11836955118997806,0.613630349303299,0.019404695452031415,1000
hopper-medium-replay-v2,1,ensemble,32,1,0.10961612829503943,0.5249500147785375,0.0166003770443923,1000
hopper-medium-replay-v2,1,ensemble,33,1,0.12184359772847851,0.4759517989344797,0.015050917410874574,1000
hopper-medium-replay-v2,1,ensemble,34,1,0.1393429345153243,0.5919962651662121,0.018720565642382284,1000
hopper-medium-replay-v2,1,ensemble,35,1,0.13985815209400604,0.5880684547373235,0.018596357370655778,1000
hopper-medium-replay-v2,1,ensemble,36,1,0.13634625631765238,0.549915448514152,0.017389853378177774,1000
hopper-medium-replay-v2,1,ensemble,37,1,0.1293970853866147,0.5697607796386129,0.018017417850913046,1000
hopper-medium-replay-v2,1,ensemble,38,1,0.16450274728991968,0.7342203510568556,0.023218086137880792,1000
hopper-medium-replay-v2,1,ensemble,39,1,0.16582001727556467,0.7355819958152345,0.023261145125885865,1000
hopper-medium-replay-v2,1,ensemble,40,1,0.1551802282373789,0.6479338642718702,0.02048946784253506,1000
hopper-medium-replay-v2,1,ensemble,41,1,0.14126196258577328,0.6933865273940215,0.021926807254398443,1000
hopper-medium-replay-v2,1,ensemble,42,1,0.15196040649935078,0.6122555125320387,0.019361219295950072,1000
hopper-medium-replay-v2,1,ensemble,43,1,0.14362440871391813,0.43755994798310643,0.013836860484914157,1000
hopper-medium-replay-v2,1,ensemble,44,1,0.15479068727102077,0.5405536832808279,0.017093808367606957,1000
hopper-medium-replay-v2,1,ensemble,45,1,0.1646963130201385,0.6435896444922341,0.020352091550935012,1000
hopper-medium-replay-v2,1,ensemble,46,1,0.1595729069762053,0.5689996926402922,0.0179933501667907,1000
hopper-medium-replay-v2,1,ensemble,47,1,0.14817692498299698,0.4958482854756266,0.01568009955992367,1000
hopper-medium-replay-v2,1,ensemble,48,1,0.1413212418860939,0.4615014337023237,0.014593956739325366,1000
hopper-medium-replay-v2,1,ensemble,49,1,0.1716457964837179,0.5810226441563315,0.01837354927667529,1000
hopper-medium-replay-v2,1,ensemble,50,1,0.19593508592050715,0.734219199374826,0.02321804971849726,1000
hopper-medium-replay-v2,1,ensemble,51,1,0.20691816703448915,0.7889211941687376,0.024947878679531594,1000
hopper-medium-replay-v2,1,ensemble,52,1,0.20631782950868152,0.7580788978671582,0.02397255963370381,1000
hopper-medium-replay-v2,1,ensemble,53,1,0.2019117886869501,0.6706498160058659,0.02120780930951384,1000
hopper-medium-replay-v2,1,ensemble,54,1,0.20482168435433862,0.742936228867008,0.02349370639475882,1000
hopper-medium-replay-v2,1,ensemble,55,1,0.24993273475088557,0.8695563819589048,0.027497787209254873,1000
hopper-medium-replay-v2,1,ensemble,56,1,0.26323402147267105,1.0005822520953023,0.0316411890296194,1000
hopper-medium-replay-v2,1,ensemble,57,1,0.25711388730286117,0.9087995607858115,0.02873876548643807,1000
hopper-medium-replay-v2,1,ensemble,58,1,0.2579671378273251,0.9738784390012302,0.03079674031373244,1000
hopper-medium-replay-v2,1,ensemble,59,1,0.2737571319484857,0.9579251506953487,0.030292253041573295,1000
hopper-medium-replay-v2,1,ensemble,60,1,0.2702252455946709,0.9593904343110018,0.0303385893780092,1000
hopper-medium-replay-v2,1,ensemble,61,1,0.2969393125436021,1.111486845248061,0.03514830020298972,1000
hopper-medium-replay-v2,1,ensemble,62,1,0.3355824995941097,1.2364186936316965,0.03909899213486086,1000
hopper-medium-replay-v2,1,ensemble,63,1,0.3182428697198986,1.2734683896020884,0.040270606393692863,1000
