task,seed,model,repeat,rollout_length,backtrack_k,error_mean,error_std,error_sem,n_windows,n_samples,rollout_repeats,repeat_mean_std,repeat_mean_sem
walker2d-medium-replay-v2,0,adm,-1,1,,0.31246515986574136,0.8301494088205202,0.001312581465057559,20000,400000,20,0.06485742635810256,0.014502561418240393
walker2d-medium-replay-v2,0,adm,-1,2,,0.36185671932503355,0.9584224101873443,0.0015153988883700867,20000,400000,20,0.09681567451277069,0.021648642949804908
walker2d-medium-replay-v2,0,adm,-1,3,,0.43057245581367104,1.1149471483663216,0.001762886229773629,20000,400000,20,0.09656678641211157,0.02159298987861845
walker2d-medium-replay-v2,0,adm,-1,4,,0.4582341985358163,1.1778925065673167,0.0018624115797987806,20000,400000,20,0.11480110444570579,0.025670307343265145
walker2d-medium-replay-v2,0,adm,-1,5,,0.5238911076716813,1.3076699815417745,0.002067607784751175,20000,400000,20,0.10324252231118565,0.023085729805634978
walker2d-medium-replay-v2,0,adm,-1,6,,0.6243406262122179,1.5235692381610781,0.002408974482778267,20000,400000,20,0.09706704255213959,0.02170485055214488
walker2d-medium-replay-v2,0,adm,-1,7,,0.7150076380121284,1.7297797340484722,0.002735021904996742,20000,400000,20,0.10922344726670183,0.02442310528252089
walker2d-medium-replay-v2,0,adm,-1,8,,0.7750232589654062,1.8769039313590474,0.00296764568620946,20000,400000,20,0.13880802601253536,0.031038418198658813
walker2d-medium-replay-v2,0,adm,-1,9,,0.8330722311893839,2.0058415613344183,0.003171513979622546,20000,400000,20,0.12160809690027367,0.02719239712833934
walker2d-medium-replay-v2,0,adm,-1,10,,0.8967524800059984,2.150074598016611,0.003399566434501718,20000,400000,20,0.0890315092263538,0.01990805067695268
walker2d-medium-replay-v2,0,adm,-1,11,,1.0008931835474983,2.3516806000265498,0.0037183335126576636,20000,400000,20,0.10192315109849338,0.022790709433721357
walker2d-medium-replay-v2,0,adm,-1,12,,1.0546428343229042,2.4474953650395466,0.003869829958115105,20000,400000,20,0.11679533176489984,0.026116230128095653
walker2d-medium-replay-v2,0,adm,-1,13,,1.1393519695908227,2.6076629423432287,0.004123077133910468,20000,400000,20,0.10532657824560825,0.023551738879463057
walker2d-medium-replay-v2,0,adm,-1,14,,1.1600245068003876,2.6540623656171136,0.004196441063742319,20000,400000,20,0.10694341881409339,0.023913275421454275
walker2d-medium-replay-v2,0,adm,-1,15,,1.2082756527386955,2.7139129185455846,0.004291073096979534,20000,400000,20,0.10064227608348225,0.02250429707329676
walker2d-medium-replay-v2,0,adm,-1,16,,1.2765670983187245,2.808309051603732,0.004440326488367565,20000,400000,20,0.10557251185105171,0.023606731305435377
walker2d-medium-replay-v2,0,adm,-1,17,,1.3246777835795926,2.863258724072814,0.004527209549208838,20000,400000,20,0.07769252604505426,0.01737257695804142
walker2d-medium-replay-v2,0,adm,-1,18,,1.3957068427181116,2.946559597150974,0.004658919794212632,20000,400000,20,0.1140131050508048,0.025494105321942413
walker2d-medium-replay-v2,0,adm,-1,19,,1.4529201937944454,3.0252417094339745,0.004783327137176328,20000,400000,20,0.10981646624225401,0.024555708356649084
walker2d-medium-replay-v2,0,adm,-1,20,,1.5414255634976364,3.1449008599788253,0.004972524866477681,20000,400000,20,0.10764528592368015,0.024070217678275004
walker2d-medium-replay-v2,0,adm,-1,21,,1.5654248915341167,3.1590725475776664,0.004994932272028032,20000,400000,20,0.11549546808180529,0.025825571772407387
walker2d-medium-replay-v2,0,adm,-1,22,,1.6423680815807875,3.2663260440710986,0.005164514939996096,20000,400000,20,0.1181772410312109,0.02642523443391649
walker2d-medium-replay-v2,0,adm,-1,23,,1.7195309804300107,3.3651052644881645,0.005320698601002964,20000,400000,20,0.116528108042379,0.026056477087219938
walker2d-medium-replay-v2,0,adm,-1,24,,1.8127442615509153,3.5271180082083085,0.005576863241067362,20000,400000,20,0.13813724263380311,0.030888426475356584
walker2d-medium-replay-v2,0,adm,-1,25,,1.893787435208472,3.6249885405258646,0.005731610140035659,20000,400000,20,0.1503583617611062,0.033621151788333845
walker2d-medium-replay-v2,0,adm,-1,26,,1.9387316361579563,3.671180764899816,0.005804646459641275,20000,400000,20,0.16456128588178753,0.03679702216964533
walker2d-medium-replay-v2,0,adm,-1,27,,2.0187743223540036,3.764826983974809,0.005952714132911317,20000,400000,20,0.16260020146390075,0.036358510362844286
walker2d-medium-replay-v2,0,adm,-1,28,,2.0810185256528815,3.830731333760865,0.006056918059429501,20000,400000,20,0.14996137944490395,0.03353238384384449
walker2d-medium-replay-v2,0,adm,-1,29,,2.132252887360334,3.8878654270788755,0.006147254992896261,20000,400000,20,0.14287435491938982,0.03194767698411871
walker2d-medium-replay-v2,0,adm,-1,30,,2.2238198537424942,4.009728421484305,0.006339937305301018,20000,400000,20,0.1518849549597875,0.03396250840495786
walker2d-medium-replay-v2,0,adm,-1,31,,2.303761827480924,4.117380872999807,0.0065101507765459345,20000,400000,20,0.12453563111417529,0.02784701367921338
walker2d-medium-replay-v2,0,adm,-1,32,,2.410964639519888,4.255700417958765,0.006728853180040119,20000,400000,20,0.17904691169288817,0.040036106570669985
