task,model,rollout_length,mean,std,sem,n_seeds,rollout_repeats
hopper-medium-replay-v2,rnn,74,0.16634892442929455,0.02386186260096673,0.013776652796034005,3,20
hopper-medium-replay-v2,rnn,75,0.1717891121225914,0.02438497667780403,0.014078672849112904,3,20
hopper-medium-replay-v2,rnn,76,0.17683792198619822,0.024858890181266323,0.014352286937909457,3,20
hopper-medium-replay-v2,rnn,77,0.1808391787365687,0.025432723593844176,0.014683589813131283,3,20
hopper-medium-replay-v2,rnn,78,0.18540309668914,0.026818551658794324,0.015483698019480789,3,20
hopper-medium-replay-v2,rnn,79,0.19073212452833518,0.02909783094719402,0.01679964053019669,3,20
hopper-medium-replay-v2,rnn,80,0.19488618671796373,0.03064825432198368,0.01769477788298939,3,20
hopper-medium-replay-v2,rnn,81,0.19864326948155997,0.030326901986969582,0.017509245025864286,3,20
hopper-medium-replay-v2,rnn,82,0.20293058597057034,0.03172321881127184,0.018315408920249198,3,20
hopper-medium-replay-v2,rnn,83,0.2082526416384249,0.03262524592594799,0.018836194517723812,3,20
hopper-medium-replay-v2,rnn,84,0.21513009180477485,0.0324081310834931,0.01871084320498742,3,20
hopper-medium-replay-v2,rnn,85,0.2209440601385065,0.03380342086139921,0.019516414133859045,3,20
hopper-medium-replay-v2,rnn,86,0.2253397003912578,0.034407774080755786,0.019865337627740183,3,20
hopper-medium-replay-v2,rnn,87,0.23219428064604344,0.03580028343188317,0.020669303276462648,3,20
hopper-medium-replay-v2,rnn,88,0.23913016397620515,0.0361856791680394,0.020891811608476984,3,20
hopper-medium-replay-v2,rnn,89,0.24501588553318795,0.03718304841234939,0.021467643010160808,3,20
hopper-medium-replay-v2,rnn,90,0.2511953078987997,0.037563481826196364,0.021687286344054087,3,20
hopper-medium-replay-v2,rnn,91,0.25777383220842703,0.03771085608381022,0.021772372911359066,3,20
hopper-medium-replay-v2,rnn,92,0.26457667570619636,0.03867834907792794,0.02233095525195201,3,20
hopper-medium-replay-v2,rnn,93,0.27101788155366036,0.038834382146823394,0.022421040986281286,3,20
hopper-medium-replay-v2,rnn,94,0.27862507318725255,0.039183087489632173,0.022622366109819794,3,20
hopper-medium-replay-v2,rnn,95,0.28607149412787275,0.04071106249604306,0.02350454289108614,3,20
hopper-medium-replay-v2,rnn,96,0.2912876194223204,0.04003094737829493,0.02311187824477432,3,20
hopper-medium-replay-v2,rnn,97,0.2957930428553157,0.041122359410333154,0.023742005275268388,3,20
hopper-medium-replay-v2,rnn,98,0.3023856945798381,0.04185352018558328,0.024164141145679944,3,20
hopper-medium-replay-v2,rnn,99,0.30952095249290995,0.043306008517691806,0.025002735675217592,3,20
hopper-medium-replay-v2,rnn,100,0.3166967085288377,0.04597444695639271,0.026543359326117504,3,20
walker2d-medium-replay-v2,adm,1,0.3066390604206602,0.011657651342468083,0.00673054814069275,3,20
walker2d-medium-replay-v2,adm,2,0.3604862367221215,0.009696691776817985,0.005598387607594695,3,20
walker2d-medium-replay-v2,adm,3,0.41826335154871713,0.01066000087339149,0.006154554373814223,3,20
walker2d-medium-replay-v2,adm,4,0.4782874534896062,0.027831065523045186,0.01606827317156425,3,20
walker2d-medium-replay-v2,adm,5,0.551226139880784,0.028644412651385745,0.01653785935505628,3,20
walker2d-medium-replay-v2,adm,6,0.6344033040277969,0.010786776042268614,0.00622774805169199,3,20
walker2d-medium-replay-v2,adm,7,0.7288860714600585,0.014575746408131522,0.008415311112374455,3,20
walker2d-medium-replay-v2,adm,8,0.7744067457631928,0.0034004202203383087,0.0019632335295701694,3,20
walker2d-medium-replay-v2,adm,9,0.8500408304079178,0.016533974189102518,0.009545894448852664,3,20
walker2d-medium-replay-v2,adm,10,0.9079155551388477,0.019116209180609467,0.011036748516310072,3,20
walker2d-medium-replay-v2,adm,11,1.002672838137505,0.005749287577033017,0.003319352730248584,3,20
walker2d-medium-replay-v2,adm,12,1.0704659757488402,0.014474592522462913,0.008356909889254107,3,20
walker2d-medium-replay-v2,adm,13,1.1246070918502034,0.023536740981145613,0.013588943741310916,3,20
walker2d-medium-replay-v2,adm,14,1.1847533590437873,0.021421664517146354,0.012367803775464302,3,20
walker2d-medium-replay-v2,adm,15,1.2273343744123097,0.016957359163767644,0.009790335877946418,3,20
walker2d-medium-replay-v2,adm,16,1.2916048439483534,0.030633398659718918,0.01768620096238184,3,20
walker2d-medium-replay-v2,adm,17,1.3563570121441872,0.030035241417646373,0.017340854717653533,3,20
walker2d-medium-replay-v2,adm,18,1.4113523415333038,0.013703497424263963,0.007911717926738143,3,20
walker2d-medium-replay-v2,adm,19,1.4749702819375934,0.0191001388446761,0.011027470303532974,3,20
walker2d-medium-replay-v2,adm,20,1.537551433639053,0.011752857542902175,0.006785515466141895,3,20
walker2d-medium-replay-v2,adm,21,1.5970037222081708,0.02783378747502447,0.016069844691272213,3,20
walker2d-medium-replay-v2,adm,22,1.6652887307397923,0.020356777597859345,0.011752991025957437,3,20
walker2d-medium-replay-v2,adm,23,1.7275943170161316,0.009566339690816592,0.00552312879565236,3,20
walker2d-medium-replay-v2,adm,24,1.7901349714951431,0.02050118851618324,0.011836366708525657,3,20
walker2d-medium-replay-v2,adm,25,1.861255456351911,0.03313136755757605,0.019128403977986968,3,20
walker2d-medium-replay-v2,adm,26,1.924392365395848,0.0328272064325908,0.018952796470599713,3,20
walker2d-medium-replay-v2,adm,27,1.9864394257228881,0.038485465490737045,0.022219593860965087,3,20
walker2d-medium-replay-v2,adm,28,2.0594943687942635,0.029332452223818174,0.01693509918741326,3,20
walker2d-medium-replay-v2,adm,29,2.13555749187312,0.014544595852932555,0.008397326330944926,3,20
walker2d-medium-replay-v2,adm,30,2.204162842705916,0.028429230841094565,0.01641362407895996,3,20
walker2d-medium-replay-v2,adm,31,2.291391476272059,0.016376051073092767,0.00945471749531317,3,20
walker2d-medium-replay-v2,adm,32,2.380067305193219,0.027482948591925068,0.015867287767672586,3,20
walker2d-medium-replay-v2,adm,33,2.445790559968772,0.017399808169270774,0.01004578393037633,3,20
walker2d-medium-replay-v2,adm,34,2.520838429815272,0.035984362784960026,0.020775581540513822,3,20
walker2d-medium-replay-v2,adm,35,2.6091542273732284,0.033344252651395456,0.01925131324421006,3,20
walker2d-medium-replay-v2,adm,36,2.7068825915329175,0.029253593881310033,0.016889570302138338,3,20
walker2d-medium-replay-v2,adm,37,2.7725213872015964,0.013439595680401074,0.007759354183879292,3,20
walker2d-medium-replay-v2,adm,38,2.856333975336735,0.031985623824130095,0.018466908525059618,3,20
walker2d-medium-replay-v2,adm,39,2.9337326603901146,0.03497547138660714,0.02019309782009169,3,20
walker2d-medium-replay-v2,adm,40,3.0203606039379487,0.023351524424102616,0.013482008912243767,3,20
walker2d-medium-replay-v2,adm,41,3.1016027120695355,0.030876303803676692,0.017826442312633407,3,20
walker2d-medium-replay-v2,adm,42,3.179927769956798,0.06636770056472158,0.038317409786538484,3,20
walker2d-medium-replay-v2,adm,43,3.243212116217236,0.024710404675497327,0.01426655879118297,3,20
walker2d-medium-replay-v2,adm,44,3.306670933282597,0.03618255737468784,0.020890009240245106,3,20
walker2d-medium-replay-v2,adm,45,3.3834369001914184,0.05046783472637574,0.02913761796469058,3,20
walker2d-medium-replay-v2,adm,46,3.466102613744509,0.05252148764785667,0.030323295031729654,3,20
walker2d-medium-replay-v2,adm,47,3.535088134773872,0.027664142871044402,0.015971900333497754,3,20
walker2d-medium-replay-v2,adm,48,3.5804548263380256,0.0464628108165364,0.026825316332233947,3,20
walker2d-medium-replay-v2,adm,49,3.681307022153334,0.05458811479946222,0.03151646277402371,3,20
walker2d-medium-replay-v2,adm,50,3.765221328773938,0.04215363365821946,0.024337411739893875,3,20
walker2d-medium-replay-v2,adm,51,3.8325215456263035,0.061482811347891624,0.03549711768224021,3,20
walker2d-medium-replay-v2,adm,52,3.9084220586561678,0.054736855556255404,0.03160233828999772,3,20
walker2d-medium-replay-v2,adm,53,3.975140183472611,0.06903809897849586,0.039859165029574616,3,20
walker2d-medium-replay-v2,adm,54,4.045543022189354,0.04120426300228337,0.023789292336128445,3,20
walker2d-medium-replay-v2,adm,55,4.133267298043395,0.0932943050315459,0.05386349212382208,3,20
walker2d-medium-replay-v2,adm,56,4.218903333069347,0.07702073998688745,0.04446794496461365,3,20
walker2d-medium-replay-v2,adm,57,4.294057623667051,0.07356364695718447,0.04247199137330105,3,20
walker2d-medium-replay-v2,adm,58,4.3678247579314595,0.07370500513223115,0.0425536045537164,3,20
walker2d-medium-replay-v2,adm,59,4.449118681995998,0.059444938990101955,0.034320551527896245,3,20
walker2d-medium-replay-v2,adm,60,4.537674155836296,0.06055974378595015,0.03496418437687309,3,20
walker2d-medium-replay-v2,adm,61,4.608864614529657,0.08199980477160174,0.04734260935838103,3,20
walker2d-medium-replay-v2,adm,62,4.696859932555852,0.07597360952654146,0.04386338391145623,3,20
walker2d-medium-replay-v2,adm,63,4.7667402422424905,0.08318013054208,0.0480240707596981,3,20
walker2d-medium-replay-v2,adm,64,4.854919684176186,0.0735343534951874,0.04245507878513155,3,20
walker2d-medium-replay-v2,adm,65,4.92017854387356,0.10135658035264337,0.05851824895073859,3,20
walker2d-medium-replay-v2,adm,66,5.017152799520371,0.08920157307335577,0.05150055222604003,3,20
walker2d-medium-replay-v2,adm,67,5.1027578240362494,0.09882025157686981,0.05705389884929233,3,20
walker2d-medium-replay-v2,adm,68,5.183525445350934,0.1068627716452076,0.06169724997571012,3,20
walker2d-medium-replay-v2,adm,69,5.254279988519185,0.09467261933341231,0.05465926225703257,3,20
walker2d-medium-replay-v2,adm,70,5.346142410449333,0.10690883108604367,0.06172384240627555,3,20
walker2d-medium-replay-v2,adm,71,5.446466533156841,0.11354619043831865,0.06555592361501979,3,20
walker2d-medium-replay-v2,adm,72,5.520629613980948,0.10525582819001188,0.06076948073928036,3,20
walker2d-medium-replay-v2,adm,73,5.586314434288362,0.11426444132676902,0.0659706059588123,3,20
walker2d-medium-replay-v2,adm,74,5.71196699592011,0.1299287694079076,0.07501440999313226,3,20
walker2d-medium-replay-v2,adm,75,5.784196688093061,0.13260626382294904,0.07656026211441017,3,20
walker2d-medium-replay-v2,adm,76,5.856447962734369,0.12555955161207333,0.07249184092255925,3,20
walker2d-medium-replay-v2,adm,77,5.940498007454054,0.1467955718338453,0.08475246291411564,3,20
walker2d-medium-replay-v2,adm,78,6.054790414628484,0.15420033211819256,0.08902760325756817,3,20
walker2d-medium-replay-v2,adm,79,6.11963476488057,0.14827149822726274,0.08560458941465926,3,20
walker2d-medium-replay-v2,adm,80,6.260896932201553,0.15799125634433148,0.09121629438000695,3,20
walker2d-medium-replay-v2,adm,81,6.286777149142307,0.17243919527043683,0.09955781580822914,3,20
walker2d-medium-replay-v2,adm,82,6.384357385063999,0.17081708199229614,0.09862128827043856,3,20
walker2d-medium-replay-v2,adm,83,6.487323621190176,0.19602540692687342,0.11317532145723631,3,20
walker2d-medium-replay-v2,adm,84,6.571103153261049,0.16524049138496605,0.09540164218213619,3,20
walker2d-medium-replay-v2,adm,85,6.6576257126620995,0.16053183851003225,0.09268310017727266,3,20
walker2d-medium-replay-v2,adm,86,6.75161749921218,0.20862624936119833,0.12045042122870986,3,20
walker2d-medium-replay-v2,adm,87,6.870263303845633,0.20285112221909674,0.11711615001861318,3,20
walker2d-medium-replay-v2,adm,88,6.925498134131623,0.2153739277481009,0.12434619516179307,3,20
walker2d-medium-replay-v2,adm,89,7.07563549244655,0.17185264711924747,0.0992191720752473,3,20
walker2d-medium-replay-v2,adm,90,7.1325264949808584,0.26345167808623826,0.1521038972615483,3,20
walker2d-medium-replay-v2,adm,91,7.222114005664241,0.20313301284784926,0.1172788996490055,3,20
walker2d-medium-replay-v2,adm,92,7.339349422945425,0.1860650829966574,0.1074247257549102,3,20
walker2d-medium-replay-v2,adm,93,7.453124635273901,0.23594471976204356,0.13622274746848667,3,20
walker2d-medium-replay-v2,adm,94,7.566931852887894,0.27350428420334155,0.15790777210931517,3,20
walker2d-medium-replay-v2,adm,95,7.669079595542601,0.2679160810204453,0.15468142149738368,3,20
walker2d-medium-replay-v2,adm,96,7.789212729097588,0.28269889110134283,0.163216280876969,3,20
walker2d-medium-replay-v2,adm,97,7.835458674016404,0.2789501532177135,0.16105194605073425,3,20
walker2d-medium-replay-v2,adm,98,7.999424424007297,0.2912981080056586,0.16818104107149567,3,20
walker2d-medium-replay-v2,adm,99,8.058681639169565,0.2867131260225796,0.16553390048933544,3,20
walker2d-medium-replay-v2,adm,100,8.214329716647475,0.2994618779767534,0.17289439586190944,3,20
walker2d-medium-replay-v2,ensemble,1,0.9031844053087693,0.11644056050181674,0.0672269889503148,3,20
walker2d-medium-replay-v2,ensemble,2,1.3164088416569386,0.15005894663188285,0.08663657323222926,3,20
walker2d-medium-replay-v2,ensemble,3,1.6524541957395351,0.171620837680881,0.09908533683360571,3,20
walker2d-medium-replay-v2,ensemble,4,1.929287952572435,0.17753368099930858,0.10249911851517596,3,20
walker2d-medium-replay-v2,ensemble,5,2.2256627567006784,0.1782790312040667,0.10292944665653361,3,20
walker2d-medium-replay-v2,ensemble,6,2.519719066383253,0.1808852602375325,0.10443415369057492,3,20
walker2d-medium-replay-v2,ensemble,7,2.824181945997166,0.19376845264954765,0.11187226829767359,3,20
walker2d-medium-replay-v2,ensemble,8,3.1179714330842034,0.1912433309754049,0.11041438861937072,3,20
walker2d-medium-replay-v2,ensemble,9,3.407887148481971,0.1911112888712303,0.11033815407498115,3,20
walker2d-medium-replay-v2,ensemble,10,3.6823319102120156,0.1889560803116424,0.1090938438329433,3,20
walker2d-medium-replay-v2,ensemble,11,3.928997319078064,0.19515478829565455,0.1126726695561406,3,20
walker2d-medium-replay-v2,ensemble,12,4.149909254897257,0.2069866523088802,0.11950379942919145,3,20
walker2d-medium-replay-v2,ensemble,13,4.365822540938056,0.20722050673959388,0.1196388153477152,3,20
walker2d-medium-replay-v2,ensemble,14,4.580412679268783,0.2039068786880465,0.11772569130016002,3,20
walker2d-medium-replay-v2,ensemble,15,4.789311035298906,0.2133219933786357,0.1231615103012229,3,20
walker2d-medium-replay-v2,ensemble,16,5.00003404305822,0.21562111691858193,0.12448890989591106,3,20
walker2d-medium-replay-v2,ensemble,17,5.211496605107417,0.2232136095469927,0.12887243755874428,3,20
walker2d-medium-replay-v2,ensemble,18,5.428483767428858,0.22631981290416903,0.13066580490316773,3,20
walker2d-medium-replay-v2,ensemble,19,5.650998430590422,0.23271389057983694,0.134357427370434,3,20
walker2d-medium-replay-v2,ensemble,20,5.8738896044754485,0.23974738887365543,0.13841821950371486,3,20
walker2d-medium-replay-v2,ensemble,21,6.094636521583605,0.23469347007429558,0.13550033812444195,3,20
walker2d-medium-replay-v2,ensemble,22,6.304699709166325,0.24748956645471087,0.1428881678142511,3,20
walker2d-medium-replay-v2,ensemble,23,6.513139873803933,0.24917510555160935,0.14386131426557508,3,20
walker2d-medium-replay-v2,ensemble,24,6.730120093111775,0.25137767050564086,0.1451329657346928,3,20
walker2d-medium-replay-v2,ensemble,25,6.950637117073975,0.246815654665963,0.14249908466160746,3,20
walker2d-medium-replay-v2,ensemble,26,7.169277507095515,0.25005200270811956,0.14436759107493788,3,20
walker2d-medium-replay-v2,ensemble,27,7.3978565027665235,0.24196650212807397,0.13969942513851566,3,20
walker2d-medium-replay-v2,ensemble,28,7.640218364385696,0.22902503504712382,0.1322276656356204,3,20
walker2d-medium-replay-v2,ensemble,29,7.892881195695208,0.23283491566603348,0.13442730123652824,3,20
walker2d-medium-replay-v2,ensemble,30,8.152137820508665,0.24225703349540006,0.13986716350164943,3,20
walker2d-medium-replay-v2,ensemble,31,8.431493277076989,0.2584434316941394,0.14921238485890206,3,20
walker2d-medium-replay-v2,ensemble,32,8.720086084334604,0.3039328986322511,0.1754757408409134,3,20
walker2d-medium-replay-v2,ensemble,33,9.036804228289517,0.4156424610715703,0.2399712867863097,3,20
walker2d-medium-replay-v2,ensemble,34,9.35552150687594,0.5268235095840057,0.30416169507374907,3,20
walker2d-medium-replay-v2,ensemble,35,9.702188015772952,0.6583844883449022,0.3801184615762033,3,20
walker2d-medium-replay-v2,ensemble,36,10.045609527881487,0.8143297243036773,0.47015348553584185,3,20
walker2d-medium-replay-v2,ensemble,37,10.424112682814311,0.9593255568204367,0.5538668684707668,3,20
walker2d-medium-replay-v2,ensemble,38,10.876296152171307,1.2522423097914732,0.7229824346487459,3,20
walker2d-medium-replay-v2,ensemble,39,11.423725440112387,1.6666941357834621,0.9622663079513526,3,20
walker2d-medium-replay-v2,ensemble,40,11.843230994573084,1.8286387707252163,1.05576508652879,3,20
walker2d-medium-replay-v2,ensemble,41,12.387680065011885,2.1931093034199063,1.2661922466917557,3,20
walker2d-medium-replay-v2,ensemble,42,12.977465505356355,2.694164864021659,1.5554768094841362,3,20
walker2d-medium-replay-v2,ensemble,43,13.675272186728387,3.3125771902155554,1.9125173324823652,3,20
walker2d-medium-replay-v2,ensemble,44,14.59208830738452,4.25162878767927,2.4546790250609893,3,20
walker2d-medium-replay-v2,ensemble,45,15.563877926569859,5.214628428918762,3.0106671271601226,3,20
walker2d-medium-replay-v2,ensemble,46,16.50927798781699,6.107996463598948,3.526453402468135,3,20
walker2d-medium-replay-v2,ensemble,47,17.755323425592184,7.340469272488649,4.238021910449498,3,20
walker2d-medium-replay-v2,ensemble,48,19.21434237846489,8.90702993802027,5.14247613239606,3,20
walker2d-medium-replay-v2,ensemble,49,20.963004056797132,10.863010516967439,6.2717620461808865,3,20
walker2d-medium-replay-v2,ensemble,50,22.598656218773616,12.674860262400383,7.317833984437752,3,20
walker2d-medium-replay-v2,ensemble,51,24.909062775516855,15.455898155459987,8.923466960622264,3,20
walker2d-medium-replay-v2,ensemble,52,27.76461088469689,18.916761365261742,10.92159726642978,3,20
walker2d-medium-replay-v2,ensemble,53,31.10689629025006,22.748531145634118,13.133870580600444,3,20
walker2d-medium-replay-v2,ensemble,54,33.93138244503377,26.256647389856333,15.159282438550639,3,20
walker2d-medium-replay-v2,ensemble,55,39.86429659423503,34.67971746017606,20.02234421105281,3,20
walker2d-medium-replay-v2,ensemble,56,49.20640432574714,48.60276199491963,28.060817721126163,3,20
walker2d-medium-replay-v2,ensemble,57,55.409612538495026,57.30202154229678,33.08333756255478,3,20
walker2d-medium-replay-v2,ensemble,58,61.05213760213533,63.94772153638073,36.92023424309265,3,20
walker2d-medium-replay-v2,ensemble,59,69.04639371269735,75.20941140044447,43.422173917639924,3,20
walker2d-medium-replay-v2,ensemble,60,86.58490446520135,102.14275066111855,58.97214458996562,3,20
walker2d-medium-replay-v2,ensemble,61,95.96637675939307,112.90239987197738,65.18423095824092,3,20
walker2d-medium-replay-v2,ensemble,62,106.60197365014558,127.48631956492476,73.60426091880396,3,20
walker2d-medium-replay-v2,ensemble,63,124.88488668717831,155.0280551617667,89.50548937959016,3,20
walker2d-medium-replay-v2,ensemble,64,146.46331681008874,186.55509272680908,107.70763300451883,3,20
walker2d-medium-replay-v2,ensemble,65,171.0515015392261,223.19379274506292,128.86099632281562,3,20
walker2d-medium-replay-v2,ensemble,66,188.86938889280032,244.27559372509677,141.03257979364028,3,20
walker2d-medium-replay-v2,ensemble,67,229.84150672273094,306.1084877799834,176.7318178210027,3,20
walker2d-medium-replay-v2,ensemble,68,286.11254982648103,392.83672113977167,226.80438669761713,3,20
walker2d-medium-replay-v2,ensemble,69,320.22702089823184,424.7038620951333,245.2028891064989,3,20
walker2d-medium-replay-v2,ensemble,70,378.22878563376133,512.6751679663264,295.99314623219516,3,20
walker2d-medium-replay-v2,ensemble,71,439.6345030021691,595.7101778899712,343.9334315637747,3,20
walker2d-medium-replay-v2,ensemble,72,508.550720126834,701.3559423899394,404.9280421365752,3,20
walker2d-medium-replay-v2,ensemble,73,576.0770957821785,799.4451932712833,461.55989753752783,3,20
walker2d-medium-replay-v2,ensemble,74,606.7740899454144,824.2712254976595,475.8932139263365,3,20
walker2d-medium-replay-v2,ensemble,75,650.1741819494827,881.8182988066993,509.1180321923857,3,20
walker2d-medium-replay-v2,ensemble,76,750.6502260623765,1030.9322706707057,595.2090239880041,3,20
walker2d-medium-replay-v2,ensemble,77,855.3072295024576,1173.5975589999898,677.5768666089318,3,20
walker2d-medium-replay-v2,ensemble,78,926.7004439848841,1263.6498690489689,729.5685920568576,3,20
walker2d-medium-replay-v2,ensemble,79,1013.3153488284138,1359.4348199598019,784.8700592495421,3,20
walker2d-medium-replay-v2,ensemble,80,1085.0687525584942,1454.5761646965334,839.799940244357,3,20
walker2d-medium-replay-v2,ensemble,81,1246.749793487519,1665.8016480382635,961.7510299114138,3,20
walker2d-medium-replay-v2,ensemble,82,1335.6740283082104,1749.8954512579269,1010.3026098374658,3,20
walker2d-medium-replay-v2,ensemble,83,1632.8117899451302,2125.494724283998,1227.1549512264958,3,20
walker2d-medium-replay-v2,ensemble,84,1835.571383657515,2323.74749029693,1341.61623905165,3,20
walker2d-medium-replay-v2,ensemble,85,2274.7353271224197,2927.403823290352,1690.1373854034246,3,20
walker2d-medium-replay-v2,ensemble,86,2662.979879562587,3518.9365997404907,2031.6589931213987,3,20
walker2d-medium-replay-v2,ensemble,87,3060.202572945285,4151.417618958538,2396.8220798242673,3,20
walker2d-medium-replay-v2,ensemble,88,3371.8139511922654,4553.064676595726,2628.713116670319,3,20
walker2d-medium-replay-v2,ensemble,89,3819.5197955432154,5205.113690059574,3005.1737901185015,3,20
walker2d-medium-replay-v2,ensemble,90,4443.009528996137,6159.272307342678,3556.0575246565027,3,20
walker2d-medium-replay-v2,ensemble,91,4699.626410278561,6385.342283351268,3686.5790861607543,3,20
walker2d-medium-replay-v2,ensemble,92,5287.280510715268,7128.969374496841,4115.912387410349,3,20
walker2d-medium-replay-v2,ensemble,93,6152.502804079017,8388.990093850678,4843.385688913793,3,20
walker2d-medium-replay-v2,ensemble,94,7371.697360723928,10147.257726165577,5858.521979738206,3,20
walker2d-medium-replay-v2,ensemble,95,9187.239373363604,13063.496492508524,7542.213216507529,3,20
walker2d-medium-replay-v2,ensemble,96,10347.59047906771,14397.435105614406,8312.363033866646,3,20
walker2d-medium-replay-v2,ensemble,97,13271.877869034028,18819.466235424406,10865.423897027355,3,20
walker2d-medium-replay-v2,ensemble,98,15017.738846199749,21209.200110337715,12245.137393000121,3,20
walker2d-medium-replay-v2,ensemble,99,18459.06257249281,26042.34491054224,15035.554844430644,3,20
walker2d-medium-replay-v2,ensemble,100,21387.854427715447,30213.829242990018,17443.962446689675,3,20
walker2d-medium-replay-v2,rnn,1,0.11246635687703514,0.007036065030356567,0.004062274039312076,3,20
walker2d-medium-replay-v2,rnn,2,0.18010759838560475,0.0036530609064183797,0.00210909569768675,3,20
walker2d-medium-replay-v2,rnn,3,0.24489633359564542,0.007672925419491871,0.004429965556415554,3,20
walker2d-medium-replay-v2,rnn,4,0.31346518591622347,0.02058434832188079,0.011884379044730897,3,20
walker2d-medium-replay-v2,rnn,5,0.3820495720195478,0.006124110762700704,0.003535756997392336,3,20
walker2d-medium-replay-v2,rnn,6,0.45855978685765164,0.007167683827483084,0.004138264187263486,3,20
walker2d-medium-replay-v2,rnn,7,0.544386911482833,0.005203800994616492,0.0030044159050510743,3,20
walker2d-medium-replay-v2,rnn,8,0.6209349039979382,0.01124277288456175,0.006491017951339552,3,20
walker2d-medium-replay-v2,rnn,9,0.7061487292691674,0.006388685776368221,0.0036885094527541263,3,20
walker2d-medium-replay-v2,rnn,10,0.7827017709694516,0.009876295016327556,0.005702081586272874,3,20
walker2d-medium-replay-v2,rnn,11,0.8608747953910342,0.010911696106287859,0.006299870684280687,3,20
walker2d-medium-replay-v2,rnn,12,0.9475525770619244,0.005988257783264154,0.0034573222431444313,3,20
walker2d-medium-replay-v2,rnn,13,1.0178223935360347,0.014361868528877532,0.008291828661213458,3,20
walker2d-medium-replay-v2,rnn,14,1.0928173237757732,0.010284084359240464,0.005937518873176302,3,20
walker2d-medium-replay-v2,rnn,15,1.1678226249662118,0.01457412412948193,0.008414374489359413,3,20
walker2d-medium-replay-v2,rnn,16,1.23907366978217,0.023487960386690147,0.013560780251970824,3,20
walker2d-medium-replay-v2,rnn,17,1.3102039978993414,0.03241601410239333,0.018715394468071495,3,20
walker2d-medium-replay-v2,rnn,18,1.385588787139591,0.03772657673242695,0.021781449232069774,3,20
walker2d-medium-replay-v2,rnn,19,1.4593553818383667,0.0347079540487327,0.020038646613056984,3,20
walker2d-medium-replay-v2,rnn,20,1.5364179661378303,0.04116762742779531,0.023768140777335845,3,20
walker2d-medium-replay-v2,rnn,21,1.6090762202384725,0.042864665711670046,0.024747926287356024,3,20
walker2d-medium-replay-v2,rnn,22,1.688363971403728,0.04675694125361359,0.026995132619257328,3,20
walker2d-medium-replay-v2,rnn,23,1.7630744293301202,0.05031126463006646,0.02904722217743937,3,20
walker2d-medium-replay-v2,rnn,24,1.8314256844678105,0.052437195748807536,0.030274629081123133,3,20
walker2d-medium-replay-v2,rnn,25,1.9081432659376858,0.06075399674771503,0.03507633637663893,3,20
walker2d-medium-replay-v2,rnn,26,1.9866291399885652,0.06717181340095411,0.03878166454899617,3,20
walker2d-medium-replay-v2,rnn,27,2.0655829712741993,0.07189570378139426,0.04150900393176557,3,20
walker2d-medium-replay-v2,rnn,28,2.1497226511893266,0.07537200188939525,0.043516045580203326,3,20
walker2d-medium-replay-v2,rnn,29,2.2276577839853844,0.08027843638877971,0.04634877685918422,3,20
walker2d-medium-replay-v2,rnn,30,2.314852548134627,0.08043348630057977,0.04643829496749981,3,20
walker2d-medium-replay-v2,rnn,31,2.407660621147826,0.09105719770487798,0.05257189760656428,3,20
walker2d-medium-replay-v2,rnn,32,2.495833224656387,0.08474945710086622,0.04893012187085975,3,20
walker2d-medium-replay-v2,rnn,33,2.5915976231464617,0.08406348037370379,0.0485340730227747,3,20
walker2d-medium-replay-v2,rnn,34,2.6818717760678155,0.09583130441464885,0.05532822940059049,3,20
walker2d-medium-replay-v2,rnn,35,2.7778448141441694,0.10393532618992711,0.06000708855406598,3,20
walker2d-medium-replay-v2,rnn,36,2.883348235503614,0.1050665379363967,0.06066019396040066,3,20
walker2d-medium-replay-v2,rnn,37,2.9813181913356783,0.11546368105007679,0.06666298733588692,3,20
walker2d-medium-replay-v2,rnn,38,3.0723107437942265,0.13273095275199542,0.07663225130116007,3,20
walker2d-medium-replay-v2,rnn,39,3.1750951500548017,0.14773439772502736,0.0852944942951118,3,20
walker2d-medium-replay-v2,rnn,40,3.2736392489790727,0.1569695186468458,0.09062639384532241,3,20
walker2d-medium-replay-v2,rnn,41,3.3664530081397257,0.16392495065747903,0.09464211438899164,3,20
walker2d-medium-replay-v2,rnn,42,3.456206094209646,0.17233935896121022,0.09950017528822228,3,20
walker2d-medium-replay-v2,rnn,43,3.5514418329951103,0.18706904929595558,0.10800436596806734,3,20
walker2d-medium-replay-v2,rnn,44,3.637437591380019,0.2038763700993581,0.11770807715826818,3,20
walker2d-medium-replay-v2,rnn,45,3.72663949953627,0.2120995584517382,0.12245573716711182,3,20
walker2d-medium-replay-v2,rnn,46,3.821852095310509,0.2153887835529976,0.1243547721647492,3,20
walker2d-medium-replay-v2,rnn,47,3.914779191880688,0.23019810607942554,0.13290493851189836,3,20
walker2d-medium-replay-v2,rnn,48,3.998698441658219,0.23596944337216486,0.13623702165144555,3,20
walker2d-medium-replay-v2,rnn,49,4.095100371111885,0.24451327313178617,0.14116980406307325,3,20
walker2d-medium-replay-v2,rnn,50,4.184984524191114,0.2476998794990003,0.1430095921069857,3,20
walker2d-medium-replay-v2,rnn,51,4.2751196183423135,0.25943928759269513,0.14978734253000728,3,20
walker2d-medium-replay-v2,rnn,52,4.364682438408976,0.26695280776538144,0.1541252754242694,3,20
