task,seed,model,repeat,rollout_length,backtrack_k,error_mean,error_std,error_sem,n_windows,n_samples,rollout_repeats,repeat_mean_std,repeat_mean_sem
hopper-medium-replay-v2,0,adm,0,1,5,0.0049885505869681854,0.04006031477075,0.0002832692023086494,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,2,2,0.001842274527084527,0.011061895442200875,7.821941279956801e-05,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,3,2,0.008263003389834263,0.07239025331564437,0.0005118763901130409,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,4,5,0.004900318780734653,0.034900953557422426,0.00024678700930330156,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,5,3,0.006905158817382236,0.05922315701064244,0.00041877095925500887,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,6,4,0.00797888521097024,0.06622063862724308,0.00046825062627827406,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,7,1,0.010269949965753256,0.08219110393021342,0.000581178869422622,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,8,2,0.012346071850152669,0.11791424862523843,0.0008337796480142263,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,9,2,0.016030772382127124,0.1465561150868264,0.0010363082280225103,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,10,1,0.018526101313533272,0.1625348461032015,0.001149294918586857,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,11,2,0.020877627108439416,0.1946138811287198,0.0013761279505915044,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,12,3,0.02052205228844705,0.17847969882407314,0.0012620420534263479,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,13,5,0.015763133162056398,0.11903162264090637,0.0008416806754502307,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,14,2,0.022065671046151248,0.18350454625040274,0.0012975730903222022,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,15,1,0.024609637033646804,0.18879286270544923,0.00133496713458644,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,16,4,0.021083445587075384,0.15279660297543132,0.001080435141061961,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,17,3,0.026665740401139688,0.20960932087278922,0.001482161721890562,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,18,5,0.018912307590682177,0.13210650723281095,0.0009341340710319031,20000,20000,20,,
hopper-medium-replay-v2,0,adm,0,19,5,0.025587949608624757,0.18475956829045367,0.0013064474362727882,20000,20000,20,,
