task,seed,model,repeat,rollout_length,backtrack_k,error_mean,error_std,error_sem,n_windows,n_samples,rollout_repeats,repeat_mean_std,repeat_mean_sem
walker2d-medium-replay-v2,0,adm,0,1,5,0.4202743001227887,1.023202170879814,0.00723513193553913,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,2,2,0.2434874978349801,0.6833493487049447,0.0048320095838867705,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,3,2,0.6030053653462112,1.511501622251216,0.010687930468683023,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,4,5,0.4120271993640902,1.0230268769258788,0.0072338924201038445,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,5,3,0.44998873536237133,1.1290036805699182,0.0079832615851556,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,6,4,0.4993854095693829,1.2534611194309782,0.008863308575033256,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,7,1,0.6853348144519696,1.6227708533683354,0.011474722747286305,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,8,2,0.6969314231721543,1.6714758581281874,0.01181911913872045,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,9,2,0.8116115273379175,1.9535779862498386,0.013813882416540206,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,10,1,0.9563643141124684,2.1372007981537067,0.015112291771317878,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,11,2,0.9897033653879693,2.3449346885532947,0.016581192197155994,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,12,3,0.9928065516205312,2.3447507363720015,0.01657989145880793,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,13,5,0.9729094649071749,2.2959430292129626,0.016234768851744692,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,14,2,1.15815760330171,2.657912482275089,0.018794279400170845,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,15,1,1.2816823093860372,2.797353424665437,0.019780275759563423,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,16,4,1.1936660767284275,2.694606487216422,0.01905374519739994,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,17,3,1.3141985530004308,2.8627547818198273,0.020242733190990153,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,18,5,1.2402557689441776,2.715928641153096,0.019204515593781193,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,19,5,1.410453565595781,3.0069442070050214,0.02126230639422856,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,20,2,1.447577774063811,3.0645849202991813,0.021669887786655864,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,21,3,1.4338806366293806,2.922555712067687,0.020665589623985407,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,22,2,1.562872556688613,3.1629009176523857,0.02236508687093156,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,23,1,1.7096931739654684,3.3233912642783534,0.02349992499507357,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,24,1,1.8563494028746772,3.5882152095525757,0.025372513070313348,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,25,5,1.6694298566809012,3.2422067059197146,0.022925863477643287,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,26,2,1.9365019362276623,3.7254044170590155,0.026342587259647467,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,27,3,1.9571745461969368,3.6849162192029583,0.02605629246702706,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,28,5,1.9354020031662995,3.613529674920856,0.025551513371553577,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,29,1,2.087854072161966,3.806150219437076,0.026913546303786225,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,30,5,1.948129715356147,3.593142977409286,0.025407357650989275,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,31,5,2.165146183154032,3.8936780011635337,0.027532461183796163,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,32,5,2.1937758239487577,3.9185966012356452,0.027708662294682822,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,33,3,2.2255422804712683,4.020659218484886,0.028430353982308677,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,34,4,2.28980523743132,4.077986760493594,0.028835720919339818,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,35,1,2.4798729074785077,4.367757189114276,0.030884707269989983,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,36,2,2.528871997733609,4.48943742442158,0.03174511646521168,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,37,2,2.637606362760862,4.568610866139847,0.032304957240500316,20000,20000,20,,
walker2d-medium-replay-v2,0,adm,0,38,2,2.6893775439511067,4.646729342059547,0.0328573382810881,20000,20000,20,,
